Time Entered (hr), Time Spend (min), Rushing, Senior
6.06,12.84,Lunch,false
12.8,8.48,Normal,false
6.71,6.71,Lunch,false
10.08,48.56,Senior,true
6.3,13.46,Lunch,false
4.67,66.76,Normal,false
6.69,13.55,Lunch,false
12.32,22.17,Dinner,false
3.09,57.28,Senior,true
9.62,67.84,Normal,false
11.23,16.58,Dinner,false
4.82,38.73,Normal,false
6.93,8.68,Lunch,false
0.05,73.85,Normal,false
13.18,16.64,Normal,false
8.48,16.39,Normal,false
12.24,11.06,Normal,false
11.08,23.61,Dinner,false
5.06,19.02,Normal,false
1.74,16.02,Normal,false
14.79,0.21,Normal,false
0.6,52.6,Senior,true
13.27,20.76,Normal,false
6.52,13.6,Lunch,true
4.17,32.12,Normal,false
6.56,8.06,Lunch,false
11.28,16.27,Dinner,false
10.76,33.61,Normal,false
13.35,62.06,Normal,false
10.62,28.91,Normal,false
4.94,56.02,Senior,true
1.88,51.66,Senior,true
3.15,74.3,Normal,false
12.12,74.26,Normal,false
5.58,9.44,Normal,false
11.69,21.33,Dinner,false
6.89,8.29,Lunch,false
5.95,33.95,Normal,false
8.53,24.89,Normal,false
11.81,22.01,Dinner,false
12.44,17.15,Dinner,false
14.28,33.93,Normal,false
6.28,10.88,Lunch,false
13.33,20.27,Normal,false
5.03,23.17,Normal,false
9.93,21.24,Normal,false
7.45,10.13,Normal,false
10.45,7.38,Normal,false
5.51,46.02,Senior,true
8.25,40.37,Normal,false
7.44,23.23,Normal,false
6.06,10.63,Lunch,false
0.29,32.95,Normal,false
14.19,19.64,Normal,false
10.56,57.49,Normal,false
11.14,19.4,Dinner,false
11.67,14.41,Normal,false
10.82,36.44,Normal,false
13.84,46.67,Normal,false
0.64,24.68,Normal,false
14.97,0.03,Normal,false
8.37,48.88,Senior,true
4.66,7.41,Normal,false
1.43,55.77,Senior,true
4.24,43.6,Normal,false
13.51,6.49,Normal,false
9.25,50.53,Normal,false
5.38,55.34,Normal,false
5.27,65.58,Normal,false
2.96,52.75,Normal,false
4.58,47.35,Senior,true
3.36,48.37,Normal,false
7.16,21.36,Normal,false
11.49,23.54,Dinner,false
13.48,15.01,Normal,false
8.63,49.22,Senior,true
14.93,0.07,Normal,false
14.23,10.77,Normal,false
8.06,13.35,Normal,false
4.47,24.76,Normal,false
6.33,9.09,Lunch,false
11.36,17.71,Dinner,false
10.2,51.15,Senior,true
5.47,70.45,Normal,false
10.48,9.41,Normal,false
12.15,23.01,Dinner,false
4.14,48.48,Senior,true
4.45,52.37,Normal,false
14.55,23.47,Normal,false
6.86,10.01,Lunch,false
3.06,52.76,Normal,false
10.43,74.59,Normal,false
12.03,50.03,Normal,false
9.92,55.73,Normal,false
7.39,18.38,Normal,false
6.14,10.77,Normal,false
9.29,23.42,Normal,false
13.13,6.2,Normal,false
12.44,22.58,Dinner,false
1.3,50.53,Senior,true
0.09,40.46,Normal,false
10.6,56.31,Normal,false
2.11,10.88,Normal,false
12.65,60.51,Normal,false
6.23,6.2,Lunch,false
11.68,16.64,Dinner,false
11.64,22.86,Dinner,false
2.43,70.36,Normal,false
6.28,7.01,Lunch,false
7.65,31.75,Normal,false
11.02,16.19,Dinner,false
13.46,23.59,Normal,false
11.68,23.47,Dinner,false
6.76,7.21,Lunch,false
14.05,10.96,Normal,false
1.07,55.41,Senior,true
11.87,23.1,Dinner,false
2.83,6.67,Normal,false
10.93,13.43,Normal,false
12.22,43.27,Normal,false
5.17,47.36,Senior,true
0.91,21.79,Normal,false
12.39,20.83,Dinner,false
0.37,8.37,Normal,false
14.74,0.26,Normal,false
6.89,6.97,Lunch,false
14.68,0.32,Normal,false
1.2,72.2,Normal,false
0.92,63.62,Normal,false
12.05,17.39,Dinner,false
12.32,19.29,Dinner,false
6.06,13.11,Lunch,false
11.68,54.42,Normal,false
11.04,61.9,Normal,false
14.45,26.9,Normal,false
4.38,30.8,Normal,false
6.16,11.4,Lunch,false
6.94,56.96,Normal,false
10.59,65.05,Normal,false
5.91,51.22,Senior,true
12.18,39.07,Normal,false
4.26,50.0,Senior,true
11.45,17.38,Dinner,false
9.15,26.98,Normal,false
2.81,17.42,Normal,false
9.97,18.02,Normal,false
10.9,48.5,Senior,true
1.09,13.93,Normal,false
6.54,10.29,Lunch,false
6.66,12.74,Lunch,false
6.38,10.99,Lunch,false
6.7,9.47,Lunch,false
8.02,25.96,Normal,false
6.58,8.2,Lunch,false
9.57,44.65,Normal,false
3.22,49.54,Normal,false
2.79,52.2,Senior,true
13.55,9.74,Normal,false
12.08,17.47,Dinner,false
10.8,24.45,Normal,false
9.45,57.31,Senior,true
9.79,71.58,Normal,false
6.08,28.21,Normal,false
6.46,6.49,Lunch,false
2.21,57.72,Senior,true
0.44,48.85,Normal,false
6.94,11.06,Lunch,false
1.29,59.59,Senior,true
3.34,41.1,Normal,false
7.52,45.59,Senior,true
7.5,30.6,Normal,false
2.63,74.37,Normal,false
12.03,18.1,Dinner,false
2.26,54.22,Senior,true
13.34,11.09,Normal,false
9.81,53.04,Normal,false
14.82,0.18,Normal,false
14.2,13.1,Normal,false
6.1,7.05,Lunch,false
5.36,40.93,Normal,false
8.92,17.11,Normal,false
13.88,11.96,Normal,false
11.12,17.23,Dinner,true
3.55,50.28,Senior,true
6.7,59.62,Normal,false
14.6,0.4,Normal,false
12.1,21.91,Dinner,false
8.4,32.99,Normal,false
4.26,57.27,Senior,true
10.63,7.84,Normal,false
11.43,23.74,Dinner,false
2.16,74.74,Normal,false
11.34,17.4,Dinner,false
5.59,52.68,Senior,true
6.14,9.99,Lunch,false
11.37,23.53,Dinner,true
11.91,17.09,Dinner,false
14.68,0.32,Normal,false
9.18,46.78,Normal,false
6.1,8.66,Lunch,false
1.33,53.68,Senior,true
8.19,57.62,Normal,false
11.42,19.59,Dinner,false
12.35,32.13,Normal,false
7.76,49.03,Senior,true
13.17,72.89,Normal,false
13.76,15.52,Normal,false
6.1,58.95,Senior,true
7.11,7.46,Normal,false
11.02,17.2,Dinner,false
6.5,13.4,Lunch,false
6.05,16.02,Normal,false
10.64,68.79,Normal,false
11.23,18.68,Dinner,false
8.71,10.56,Normal,false
9.59,48.58,Senior,true
11.52,18.89,Dinner,false
14.7,0.3,Normal,false
13.28,20.95,Normal,false
6.81,8.08,Lunch,true
5.68,15.87,Normal,false
13.53,33.23,Normal,false
5.19,21.25,Normal,false
7.49,58.53,Senior,true
11.75,19.05,Dinner,false
7.66,13.84,Normal,false
5.94,8.76,Normal,false
13.43,8.78,Normal,false
6.82,12.0,Lunch,false
7.28,55.48,Normal,false
11.02,22.81,Dinner,false
12.15,21.62,Dinner,false
11.49,16.46,Dinner,false
8.77,24.38,Normal,false
8.36,51.57,Senior,true
7.93,67.06,Normal,false
12.03,17.77,Dinner,false
6.56,13.62,Lunch,false
8.09,65.59,Normal,false
5.19,9.07,Normal,false
13.91,14.02,Normal,false
13.79,1.21,Normal,false
7.99,20.89,Normal,false
9.06,15.61,Normal,false
2.67,62.48,Normal,false
8.87,23.09,Normal,false
13.54,43.15,Normal,false
3.52,56.88,Senior,true
6.18,8.89,Lunch,false
7.83,60.0,Senior,true
9.52,54.61,Senior,true
9.59,10.14,Normal,false
3.45,45.8,Senior,true
12.57,43.38,Normal,false
6.86,12.7,Normal,false
6.11,7.58,Lunch,false
6.65,6.84,Lunch,false
7.1,40.15,Normal,false
4.85,72.4,Normal,false
7.77,9.04,Normal,false
3.18,29.02,Normal,false
11.53,17.54,Dinner,false
7.63,17.42,Normal,false
13.98,46.48,Normal,false
5.43,51.86,Senior,true
6.16,7.67,Lunch,true
8.3,62.8,Normal,false
3.35,19.81,Normal,false
10.25,48.76,Senior,true
10.11,44.56,Normal,false
12.89,22.69,Normal,false
10.97,50.96,Normal,false
11.61,19.22,Dinner,false
1.67,47.13,Senior,true
11.99,62.94,Normal,false
6.08,6.78,Lunch,false
1.74,20.77,Normal,false
10.43,8.47,Normal,false
13.65,19.95,Normal,false
12.45,24.36,Normal,false
6.69,13.89,Lunch,false
5.53,55.73,Senior,true
12.48,22.34,Dinner,false
12.43,62.55,Normal,false
9.42,59.98,Senior,true
3.49,30.38,Normal,false
6.71,13.1,Lunch,false
12.09,10.31,Normal,false
9.91,45.33,Senior,true
11.02,19.61,Dinner,false
6.53,10.42,Lunch,false
7.59,59.85,Senior,true
11.72,74.41,Normal,false
13.42,64.22,Normal,false
11.99,17.54,Dinner,false
11.32,23.81,Dinner,false
12.82,40.32,Normal,false
3.06,18.21,Normal,false
11.08,20.13,Dinner,true
8.86,63.97,Normal,false
8.74,58.4,Senior,true
11.91,16.81,Dinner,false
6.72,12.52,Lunch,false
0.98,12.06,Normal,false
5.29,53.99,Senior,true
6.72,13.69,Lunch,false
5.32,45.45,Senior,true
13.31,9.62,Normal,false
11.39,18.03,Dinner,false
12.42,56.47,Normal,false
10.57,46.08,Senior,true
7.43,45.48,Senior,true
11.28,12.96,Normal,false
12.99,54.91,Normal,false
14.34,24.73,Normal,false
7.03,64.36,Normal,false
2.16,7.68,Normal,false
11.18,17.14,Dinner,false
6.01,42.61,Normal,false
11.25,18.04,Dinner,true
13.62,24.45,Normal,false
12.98,51.87,Normal,false
11.27,21.84,Dinner,false
13.56,11.96,Normal,false
1.08,40.05,Normal,false
11.91,20.8,Dinner,false
14.4,22.61,Normal,false
10.41,57.93,Senior,true
8.75,59.2,Normal,false
6.98,11.82,Lunch,false
5.12,22.31,Normal,false
6.48,13.36,Lunch,false
1.32,59.31,Senior,true
6.7,8.52,Lunch,false
12.71,30.12,Normal,false
12.44,21.76,Dinner,false
6.62,10.18,Lunch,false
12.22,21.14,Dinner,false
0.72,13.47,Normal,false
10.7,9.51,Normal,false
11.18,20.97,Dinner,false
13.39,18.7,Normal,false
6.7,10.52,Lunch,false
8.24,48.28,Normal,false
5.09,17.97,Normal,false
7.9,41.5,Normal,false
13.23,17.02,Normal,false
12.89,9.54,Normal,false
5.4,55.11,Normal,false
6.49,10.47,Lunch,false
6.89,9.67,Lunch,false
2.93,29.44,Normal,false
1.66,11.47,Normal,false
6.16,12.58,Lunch,false
13.64,68.6,Normal,false
5.54,57.59,Senior,true
12.86,61.95,Normal,false
6.21,7.4,Normal,false
8.41,11.26,Normal,false
13.94,20.7,Normal,false
12.47,22.89,Dinner,false
9.45,55.79,Normal,false
11.3,16.65,Dinner,false
11.78,16.76,Dinner,false
11.38,22.87,Dinner,false
5.93,13.02,Normal,false
12.11,13.31,Normal,false
9.02,50.16,Senior,true
11.89,18.53,Dinner,false
14.89,0.11,Normal,false
2.25,51.47,Senior,true
14.93,0.07,Normal,false
0.05,18.13,Normal,false
1.21,10.91,Normal,false
11.97,21.07,Dinner,false
2.56,18.95,Normal,false
12.05,22.03,Dinner,false
1.28,35.72,Normal,false
12.31,18.16,Dinner,false
8.13,54.06,Senior,true
6.93,10.59,Lunch,false
5.18,49.36,Normal,false
13.19,7.19,Normal,false
8.74,26.05,Normal,false
0.08,71.28,Normal,false
9.8,53.81,Senior,true
6.97,12.6,Lunch,false
6.45,9.69,Lunch,false
6.36,9.6,Lunch,false
11.31,20.05,Dinner,false
13.93,54.21,Normal,false
6.86,10.06,Lunch,false
6.33,10.09,Lunch,false
11.77,18.1,Dinner,true
9.19,57.16,Normal,false
13.69,74.07,Normal,false
13.29,56.98,Normal,false
7.76,23.01,Normal,false
12.4,54.69,Normal,false
6.8,7.36,Lunch,false
10.54,8.48,Normal,false
3.99,11.05,Normal,false
6.07,6.7,Lunch,false
4.45,57.23,Normal,false
11.15,18.08,Dinner,false
8.22,59.06,Normal,false
4.19,72.99,Normal,false
6.84,8.77,Lunch,false
14.51,13.34,Normal,false
6.99,9.36,Lunch,false
6.29,11.29,Lunch,false
11.4,16.78,Dinner,false
1.62,51.06,Normal,false
9.16,50.13,Senior,true
8.45,47.62,Senior,true
6.93,13.82,Lunch,false
14.01,26.69,Normal,false
7.51,46.92,Normal,false
14.76,0.24,Normal,false
10.24,23.88,Normal,false
12.9,18.56,Normal,false
3.28,13.92,Normal,false
12.37,20.23,Dinner,false
9.37,20.98,Normal,false
6.42,7.16,Lunch,false
14.11,12.81,Normal,false
6.5,9.96,Lunch,false
1.77,16.59,Normal,false
5.02,48.74,Normal,false
6.18,6.91,Lunch,false
4.66,25.11,Normal,false
6.07,34.97,Normal,false
1.7,57.93,Senior,true
6.41,9.52,Lunch,false
8.17,24.8,Normal,false
0.59,18.65,Normal,false
8.08,8.39,Normal,false
4.88,57.03,Senior,true
5.78,54.64,Senior,true
11.06,19.62,Dinner,false
1.99,57.75,Senior,true
0.1,73.66,Normal,false
11.19,19.3,Dinner,false
9.24,15.9,Normal,false
13.21,47.92,Normal,false
3.04,45.78,Senior,true
5.57,9.52,Normal,false
9.88,57.86,Normal,false
10.66,37.68,Normal,false
14.15,8.3,Normal,false
7.17,55.65,Senior,true
1.53,63.87,Normal,false
6.34,7.91,Lunch,false
5.3,55.65,Normal,false
11.21,47.56,Normal,false
6.63,46.31,Senior,true
7.44,56.32,Normal,false
1.04,51.61,Senior,true
3.69,21.08,Normal,false
10.47,73.37,Normal,false
12.96,50.56,Normal,false
14.91,0.09,Normal,false
14.46,24.06,Normal,false
13.6,10.93,Normal,false
12.18,23.35,Normal,false
12.64,72.41,Normal,false
12.4,17.54,Dinner,false
5.51,42.33,Normal,false
6.85,11.42,Lunch,false
7.7,58.64,Senior,true
11.95,17.77,Dinner,false
5.1,57.06,Senior,true
10.24,22.21,Normal,false
12.31,20.79,Dinner,false
14.7,0.3,Normal,false
10.96,33.23,Normal,false
6.23,13.31,Lunch,true
7.22,56.41,Senior,true
14.23,44.33,Normal,false
10.1,7.45,Normal,false
11.23,22.35,Dinner,false
2.44,53.3,Senior,true
8.44,23.02,Normal,false
6.84,9.87,Lunch,false
12.03,16.32,Dinner,false
1.73,61.46,Normal,false
8.87,49.93,Senior,true
12.17,18.39,Dinner,false
10.33,52.07,Normal,false
10.68,14.83,Normal,false
12.22,16.18,Dinner,false
11.94,21.77,Dinner,true
0.17,47.05,Senior,true
11.2,23.76,Dinner,false
6.88,6.13,Lunch,false
8.36,19.87,Normal,false
14.03,16.73,Normal,false
11.87,21.94,Dinner,true
6.39,9.74,Lunch,false
14.91,0.09,Normal,false
6.15,20.06,Normal,false
12.09,23.14,Dinner,false
6.15,7.3,Lunch,false
13.43,47.3,Normal,false
13.64,14.52,Normal,false
6.39,10.03,Lunch,false
5.4,20.39,Normal,false
6.33,8.64,Lunch,false
6.99,7.75,Lunch,false
3.23,7.99,Normal,false
0.62,72.74,Normal,false
13.08,11.27,Normal,false
3.5,9.27,Normal,false
2.19,67.34,Normal,false
6.65,6.92,Lunch,false
6.55,9.94,Lunch,false
14.42,0.58,Normal,false
14.21,0.79,Normal,false
14.97,0.03,Normal,false
7.53,12.91,Normal,false
5.64,49.73,Senior,true
6.07,8.88,Lunch,false
14.6,20.2,Normal,false
2.7,35.97,Normal,false
0.24,51.07,Senior,true
12.89,41.88,Normal,false
11.52,21.68,Dinner,false
14.92,0.08,Normal,false
9.69,51.14,Senior,true
8.35,11.94,Normal,false
12.4,21.92,Dinner,false
12.55,68.95,Normal,false
11.07,17.88,Dinner,false
11.1,20.27,Dinner,false
14.6,0.4,Normal,false
14.1,23.78,Normal,false
6.48,13.93,Lunch,false
8.63,41.7,Normal,false
1.44,47.36,Normal,false
6.24,7.61,Lunch,false
14.91,0.09,Normal,false
11.97,21.97,Dinner,false
11.67,11.51,Normal,false
6.87,6.27,Lunch,false
14.32,12.66,Normal,false
14.73,0.27,Normal,false
0.82,27.21,Normal,false
12.62,19.27,Normal,false
1.14,9.41,Normal,false
0.78,58.16,Senior,true
6.74,7.59,Lunch,false
6.46,12.39,Lunch,false
2.39,24.17,Normal,false
1.2,29.67,Normal,false
12.48,18.14,Dinner,false
1.88,52.06,Normal,false
5.11,13.28,Normal,false
14.96,0.04,Normal,false
0.39,45.67,Senior,true
6.26,13.89,Lunch,false
14.4,7.74,Normal,false
8.14,68.17,Normal,false
12.04,18.01,Dinner,false
9.98,33.96,Normal,false
11.14,21.6,Dinner,false
9.67,59.29,Senior,true
2.86,30.41,Normal,false
7.64,36.58,Normal,false
6.74,10.97,Lunch,true
11.62,22.43,Dinner,false
12.15,18.81,Dinner,false
5.91,27.34,Normal,false
6.62,10.13,Lunch,false
5.46,13.87,Normal,false
1.03,38.47,Normal,false
6.96,11.6,Normal,false
10.87,13.84,Normal,false
12.4,17.58,Dinner,false
13.17,38.77,Normal,false
6.19,11.13,Lunch,false
11.89,21.79,Dinner,false
8.41,41.68,Normal,false
6.12,7.86,Lunch,false
12.33,16.29,Dinner,false
13.62,12.97,Normal,false
14.69,0.31,Normal,false
11.54,19.26,Dinner,false
1.96,49.24,Normal,false
9.93,7.82,Normal,false
6.29,12.45,Lunch,false
1.41,51.15,Senior,true
11.39,17.71,Dinner,false
12.99,26.63,Normal,false
6.36,12.97,Lunch,false
13.18,19.42,Normal,false
5.79,56.29,Senior,true
0.18,9.64,Normal,false
7.21,57.26,Senior,true
0.92,7.52,Normal,false
11.23,17.27,Dinner,false
6.04,10.86,Lunch,true
5.84,18.07,Normal,false
8.24,24.87,Normal,false
9.48,37.57,Normal,false
13.95,59.04,Normal,false
11.55,22.48,Dinner,false
7.81,29.72,Normal,false
6.3,6.27,Lunch,false
6.29,9.93,Lunch,false
6.91,37.17,Normal,false
3.56,37.13,Normal,false
6.36,58.4,Normal,false
0.13,37.4,Normal,false
3.45,22.14,Normal,false
2.78,58.6,Normal,false
2.44,48.57,Senior,true
11.87,17.32,Dinner,false
11.66,22.71,Dinner,false
6.06,12.16,Normal,false
14.15,0.85,Normal,false
7.74,29.12,Normal,false
6.74,11.31,Lunch,false
13.46,71.61,Normal,false
12.12,17.63,Dinner,false
7.89,22.02,Normal,false
11.13,21.69,Dinner,false
9.99,48.85,Senior,true
6.52,6.01,Lunch,false
6.19,37.62,Normal,false
9.19,32.57,Normal,false
6.93,12.66,Normal,false
6.71,10.05,Lunch,false
6.13,15.84,Normal,false
7.09,59.89,Normal,false
13.26,20.3,Normal,false
6.02,10.08,Lunch,false
6.69,23.76,Normal,false
13.06,19.38,Normal,false
4.75,58.13,Normal,false
6.42,36.14,Normal,false
11.28,18.15,Dinner,false
11.37,16.91,Dinner,false
14.45,0.55,Normal,false
8.12,16.62,Normal,false
6.37,9.92,Lunch,false
11.56,14.51,Normal,false
6.19,9.42,Lunch,false
7.48,39.16,Normal,false
7.38,16.71,Normal,false
6.87,8.28,Lunch,false
6.79,8.84,Lunch,false
6.56,11.44,Lunch,false
11.69,12.39,Normal,false
7.64,15.73,Normal,false
11.28,19.07,Normal,false
14.51,0.49,Normal,false
6.31,10.78,Lunch,false
10.67,14.53,Normal,false
1.4,6.98,Normal,false
3.91,42.24,Normal,false
11.38,15.83,Normal,false
8.42,36.88,Normal,false
8.06,44.76,Normal,false
9.91,48.98,Normal,false
12.35,17.08,Dinner,false
14.66,7.25,Normal,false
11.92,17.34,Dinner,false
10.15,39.98,Normal,false
6.08,7.29,Lunch,false
11.38,29.71,Normal,false
9.31,58.68,Senior,true
9.75,20.74,Normal,false
13.4,18.28,Normal,false
12.35,53.99,Normal,false
6.61,6.33,Lunch,false
6.61,46.35,Senior,true
6.64,9.2,Lunch,false
6.02,9.99,Lunch,false
4.35,13.81,Normal,false
11.34,22.32,Dinner,false
12.12,23.16,Dinner,false
6.9,12.55,Lunch,false
1.2,63.61,Normal,false
14.14,0.86,Normal,false
9.56,47.9,Normal,false
2.78,16.2,Normal,false
8.27,55.85,Normal,false
13.32,51.01,Normal,false
2.45,56.4,Senior,true
14.13,8.76,Normal,false
6.35,11.14,Lunch,false
6.06,6.66,Lunch,false
9.22,54.14,Senior,true
6.68,61.85,Normal,false
7.86,16.3,Normal,false
8.81,59.5,Senior,true
11.05,41.25,Normal,false
4.94,23.48,Normal,false
12.35,16.47,Dinner,false
7.88,38.02,Normal,false
0.66,53.26,Normal,false
7.95,41.18,Normal,false
11.62,19.9,Dinner,false
6.78,12.82,Lunch,false
8.59,65.7,Normal,false
11.56,19.05,Dinner,false
7.46,43.89,Normal,false
13.78,24.9,Normal,false
6.3,6.83,Lunch,false
13.03,7.08,Normal,false
11.85,23.91,Dinner,true
9.91,6.28,Normal,false
8.11,47.53,Senior,true
5.2,57.35,Senior,true
6.68,10.8,Lunch,false
10.89,32.87,Normal,false
11.88,21.48,Dinner,false
9.0,53.82,Normal,false
6.35,16.05,Normal,false
6.1,6.1,Lunch,false
8.31,47.78,Senior,true
6.65,13.74,Lunch,false
6.51,9.23,Lunch,false
3.08,56.91,Senior,true
0.77,53.8,Senior,true
12.48,20.21,Normal,false
7.8,51.35,Normal,false
5.51,13.67,Normal,false
12.26,23.39,Dinner,false
6.72,13.68,Lunch,false
6.39,9.04,Lunch,false
5.16,18.47,Normal,false
3.54,45.06,Normal,false
6.31,7.76,Lunch,false
6.6,13.77,Lunch,false
