Time Entered (hr),Time Spent (min),Rushing,Senior,Nice Day: False
4.35,56.2,Weekend,False,False
2.93,51.15,Weekend,False,False
0.42,68.48,Weekend,False,False
2.59,56.66,Senior,True,False
2.17,55.67,Weekend,False,False
4.65,50.54,Weekend,False,False
5.33,58.31,Weekend,False,False
0.54,46.01,Senior,True,False
0.28,62.52,Weekend,False,False
0.35,67.21,Weekend,False,False
3.59,65.38,Weekend,False,False
1.62,69.54,Weekend,False,False
5.79,66.11,Weekend,False,False
3.38,46.22,Senior,True,False
13.58,68.74,Weekend,False,False
9.57,64.03,Weekend,False,False
13.59,59.21,Weekend,False,False
11.62,54.89,Senior,True,False
6.04,56.99,Weekend,False,False
12.64,51.88,Weekend,False,False
8.06,57.47,Weekend,False,False
11.26,52.38,Weekend,False,False
9.63,66.77,Weekend,False,False
7.4,51.07,Senior,True,False
11.33,65.82,Weekend,False,False
7.61,59.82,Weekend,False,False
3.6,64.03,Weekend,False,False
11.69,69.06,Weekend,False,False
11.92,60.09,Weekend,False,False
5.07,55.5,Weekend,False,False
14.13,51.92,Weekend,False,False
13.16,67.11,Weekend,False,False
12.06,66.58,Weekend,False,False
13.27,68.56,Weekend,False,False
2.2,67.39,Weekend,False,False
2.58,55.14,Senior,True,False
10.05,61.77,Weekend,False,False
8.77,63.0,Weekend,False,False
10.8,57.28,Weekend,False,False
4.37,58.87,Senior,True,False
5.63,64.51,Weekend,False,False
1.4,47.59,Senior,True,False
1.13,60.46,Weekend,False,False
4.18,69.92,Weekend,False,False
10.83,51.4,Weekend,False,False
5.24,60.91,Weekend,False,False
7.74,56.01,Weekend,False,False
4.36,55.06,Senior,True,False
6.82,65.73,Weekend,False,False
6.58,54.76,Weekend,False,False
1.98,68.29,Weekend,False,False
4.98,57.64,Senior,True,False
7.68,64.66,Weekend,False,False
13.45,63.56,Weekend,False,False
4.12,57.32,Weekend,False,False
4.04,63.54,Weekend,False,False
10.9,53.0,Weekend,False,False
6.01,55.56,Weekend,False,False
10.52,65.51,Weekend,False,False
7.62,48.1,Senior,True,False
8.7,48.34,Senior,True,False
8.58,51.02,Weekend,False,False
12.63,61.73,Weekend,False,False
4.2,58.73,Weekend,False,False
8.38,57.04,Senior,True,False
1.37,51.87,Senior,True,False
12.87,61.25,Weekend,False,False
4.9,67.5,Weekend,False,False
2.43,66.4,Weekend,False,False
6.18,57.15,Senior,True,False
6.88,51.38,Weekend,False,False
3.79,58.63,Senior,True,False
6.24,66.19,Weekend,False,False
10.53,62.07,Weekend,False,False
5.87,67.48,Weekend,False,False
0.93,52.89,Weekend,False,False
9.54,65.78,Weekend,False,False
0.9,65.84,Weekend,False,False
5.32,60.76,Weekend,False,False
0.43,54.95,Senior,True,False
9.37,66.39,Weekend,False,False
13.46,58.17,Weekend,False,False
1.57,62.56,Weekend,False,False
6.03,47.29,Senior,True,False
6.43,53.35,Weekend,False,False
9.5,56.32,Weekend,False,False
0.4,61.52,Weekend,False,False
11.95,65.35,Weekend,False,False
2.39,65.91,Weekend,False,False
14.87,8.1,Weekend,False,False
10.28,53.68,Weekend,False,False
10.3,56.56,Weekend,False,False
13.82,58.27,Weekend,False,False
8.25,67.4,Weekend,False,False
6.79,52.88,Weekend,False,False
14.1,53.74,Weekend,False,False
2.86,62.75,Weekend,False,False
9.04,64.03,Weekend,False,False
10.78,50.13,Weekend,False,False
13.46,69.68,Weekend,False,False
1.72,59.81,Weekend,False,False
5.71,61.65,Weekend,False,False
7.97,56.06,Senior,True,False
0.79,60.04,Weekend,False,False
3.25,46.63,Senior,True,False
8.88,67.44,Weekend,False,False
5.44,49.54,Senior,True,False
1.96,45.1,Senior,True,False
6.43,50.33,Weekend,False,False
3.06,51.63,Weekend,False,False
12.83,53.63,Weekend,False,False
9.52,64.54,Weekend,False,False
7.01,56.93,Weekend,False,False
1.46,67.55,Weekend,False,False
9.0,52.64,Weekend,False,False
6.83,45.98,Senior,True,False
6.74,66.04,Weekend,False,False
4.05,56.99,Senior,True,False
2.11,56.27,Weekend,False,False
10.67,60.93,Weekend,False,False
12.71,57.08,Weekend,False,False
7.51,62.35,Weekend,False,False
8.54,55.76,Weekend,False,False
8.6,50.98,Weekend,False,False
0.74,53.36,Senior,True,False
7.13,69.8,Weekend,False,False
8.31,62.28,Weekend,False,False
4.86,62.87,Weekend,False,False
4.4,68.92,Weekend,False,False
0.81,69.84,Weekend,False,False
8.43,56.31,Senior,True,False
5.79,66.89,Weekend,False,False
9.88,62.81,Weekend,False,False
11.0,58.83,Senior,True,False
6.86,65.92,Weekend,False,False
10.41,59.03,Weekend,False,False
11.62,55.75,Weekend,False,False
11.44,59.43,Senior,True,False
6.72,52.57,Weekend,False,False
11.35,62.73,Weekend,False,False
13.96,57.75,Weekend,False,False
5.0,57.87,Senior,True,False
4.86,51.42,Weekend,False,False
7.58,50.46,Senior,True,False
6.18,69.16,Weekend,False,False
14.56,26.19,Weekend,False,False
5.13,51.45,Weekend,False,False
4.03,58.35,Weekend,False,False
8.07,61.54,Weekend,False,False
5.76,52.33,Weekend,False,False
6.42,53.2,Weekend,False,False
7.65,63.06,Weekend,False,False
7.89,46.42,Senior,True,False
10.54,57.12,Weekend,False,False
5.93,63.34,Weekend,False,False
10.69,63.56,Weekend,False,False
4.57,67.91,Weekend,False,False
11.02,58.55,Weekend,False,False
0.57,50.4,Weekend,False,False
2.71,51.06,Weekend,False,False
7.54,59.33,Weekend,False,False
13.15,60.88,Weekend,False,False
9.28,60.19,Weekend,False,False
5.49,60.43,Weekend,False,False
0.36,48.37,Senior,True,False
6.02,50.04,Weekend,False,False
4.77,60.01,Weekend,False,False
6.91,64.73,Weekend,False,False
1.36,50.96,Weekend,False,False
0.04,66.33,Weekend,False,False
10.37,57.81,Senior,True,False
1.4,45.16,Senior,True,False
9.08,51.77,Weekend,False,False
2.78,63.87,Weekend,False,False
10.15,68.02,Weekend,False,False
5.11,55.3,Senior,True,False
0.27,57.67,Weekend,False,False
1.38,63.03,Weekend,False,False
3.19,61.9,Weekend,False,False
8.85,66.87,Weekend,False,False
10.81,68.37,Weekend,False,False
7.36,55.94,Senior,True,False
8.34,67.81,Weekend,False,False
7.15,53.16,Weekend,False,False
7.4,53.61,Weekend,False,False
7.9,63.07,Weekend,False,False
5.8,68.86,Weekend,False,False
1.94,55.78,Weekend,False,False
9.53,52.47,Weekend,False,False
6.93,51.66,Weekend,False,False
7.75,66.86,Weekend,False,False
9.36,61.32,Weekend,False,False
11.52,55.63,Weekend,False,False
10.46,58.02,Weekend,False,False
1.81,46.56,Senior,True,False
10.55,51.37,Senior,True,False
4.25,67.35,Weekend,False,False
9.66,67.25,Weekend,False,False
8.48,52.27,Weekend,False,False
6.78,67.69,Weekend,False,False
12.81,61.8,Weekend,False,False
9.36,46.78,Senior,True,False
9.34,50.35,Weekend,False,False
5.94,63.62,Weekend,False,False
0.67,57.14,Senior,True,False
12.98,52.39,Weekend,False,False
7.87,50.51,Weekend,False,False
11.29,51.02,Weekend,False,False
6.6,57.17,Weekend,False,False
10.78,67.74,Weekend,False,False
14.99,0.6,Weekend,False,False
5.79,67.07,Weekend,False,False
6.99,57.31,Weekend,False,False
6.31,64.01,Weekend,False,False
13.63,65.35,Weekend,False,False
5.54,67.01,Weekend,False,False
6.78,51.79,Weekend,False,False
9.1,65.61,Weekend,False,False
6.88,69.83,Weekend,False,False
0.09,63.8,Weekend,False,False
2.88,46.23,Senior,True,False
9.92,54.96,Weekend,False,False
2.39,68.53,Weekend,False,False
5.56,66.12,Weekend,False,False
11.35,54.61,Senior,True,False
1.7,65.86,Weekend,False,False
5.4,51.38,Weekend,False,False
8.17,56.11,Weekend,False,False
2.29,53.74,Weekend,False,False
6.44,59.06,Weekend,False,False
11.33,52.47,Weekend,False,False
4.48,59.88,Senior,True,False
14.28,42.95,Weekend,False,False
6.97,68.91,Weekend,False,False
3.45,64.76,Weekend,False,False
4.0,64.6,Weekend,False,False
0.17,46.8,Senior,True,False
12.01,63.75,Weekend,False,False
7.65,51.77,Weekend,False,False
3.27,56.28,Weekend,False,False
14.12,52.75,Weekend,False,False
9.42,50.3,Weekend,False,False
11.85,66.83,Weekend,False,False
10.86,58.51,Weekend,False,False
11.64,54.94,Weekend,False,False
0.05,51.94,Weekend,False,False
3.91,67.28,Weekend,False,False
12.4,63.59,Weekend,False,False
1.36,68.08,Weekend,False,False
2.5,67.32,Weekend,False,False
6.64,66.23,Weekend,False,False
8.61,67.22,Weekend,False,False
9.57,59.02,Weekend,False,False
6.8,51.98,Senior,True,False
13.09,56.23,Weekend,False,False
0.57,53.42,Weekend,False,False
3.34,66.97,Weekend,False,False
11.11,65.02,Weekend,False,False
5.18,47.56,Senior,True,False
10.26,62.48,Weekend,False,False
6.33,64.55,Weekend,False,False
5.43,65.58,Weekend,False,False
14.32,40.66,Weekend,False,False
1.69,52.09,Weekend,False,False
4.27,53.9,Weekend,False,False
2.79,53.64,Weekend,False,False
13.1,68.45,Weekend,False,False
10.21,51.75,Senior,True,False
10.43,55.35,Weekend,False,False
0.7,69.92,Weekend,False,False
1.73,60.6,Weekend,False,False
3.05,68.34,Weekend,False,False
13.56,61.52,Weekend,False,False
9.54,65.17,Weekend,False,False
8.89,59.76,Weekend,False,False
14.6,24.03,Weekend,False,False
4.34,45.97,Senior,True,False
11.78,66.22,Weekend,False,False
2.78,58.81,Weekend,False,False
11.37,50.57,Senior,True,False
4.53,54.18,Senior,True,False
6.37,64.29,Weekend,False,False
8.25,66.36,Weekend,False,False
5.25,57.5,Weekend,False,False
7.96,56.04,Senior,True,False
12.35,61.89,Weekend,False,False
14.19,48.82,Weekend,False,False
7.0,65.56,Weekend,False,False
13.2,52.76,Weekend,False,False
14.5,30.23,Weekend,False,False
8.65,58.15,Weekend,False,False
4.02,62.52,Weekend,False,False
13.63,55.17,Weekend,False,False
5.05,57.13,Senior,True,False
4.56,69.47,Weekend,False,False
1.1,68.29,Weekend,False,False
1.66,45.89,Senior,True,False
10.79,58.11,Weekend,False,False
6.97,61.26,Weekend,False,False
4.01,51.21,Senior,True,False
4.98,63.61,Weekend,False,False
10.61,53.75,Weekend,False,False
9.4,56.55,Weekend,False,False
13.38,55.75,Weekend,False,False
2.6,55.29,Senior,True,False
11.7,58.75,Weekend,False,False
5.0,58.83,Weekend,False,False
12.51,62.6,Weekend,False,False
1.97,48.58,Senior,True,False
1.99,58.15,Senior,True,False
12.97,60.46,Weekend,False,False
10.4,58.97,Weekend,False,False
13.44,63.75,Weekend,False,False
2.43,62.24,Weekend,False,False
1.46,65.53,Weekend,False,False
14.12,52.72,Weekend,False,False
10.91,68.43,Weekend,False,False
11.45,69.6,Weekend,False,False
6.53,52.06,Weekend,False,False
6.42,66.99,Weekend,False,False
2.87,47.16,Senior,True,False
2.88,56.88,Senior,True,False
12.92,66.16,Weekend,False,False
8.86,69.84,Weekend,False,False
1.53,69.22,Weekend,False,False
7.31,53.04,Weekend,False,False
5.39,55.73,Weekend,False,False
0.53,50.18,Weekend,False,False
5.18,50.88,Weekend,False,False
2.3,51.82,Senior,True,False
6.79,55.54,Weekend,False,False
10.85,46.58,Senior,True,False
4.5,53.38,Weekend,False,False
0.57,52.69,Weekend,False,False
13.24,69.45,Weekend,False,False
7.3,63.39,Weekend,False,False
2.78,67.83,Weekend,False,False
13.05,55.83,Weekend,False,False
5.53,53.56,Weekend,False,False
7.21,55.71,Senior,True,False
10.52,63.85,Weekend,False,False
11.01,59.34,Weekend,False,False
3.94,68.43,Weekend,False,False
11.64,69.27,Weekend,False,False
13.33,67.87,Weekend,False,False
5.86,55.4,Senior,True,False
4.08,60.78,Weekend,False,False
10.06,68.17,Weekend,False,False
12.22,60.65,Weekend,False,False
0.13,53.88,Senior,True,False
12.33,57.34,Weekend,False,False
8.67,61.09,Weekend,False,False
9.95,69.91,Weekend,False,False
5.47,68.51,Weekend,False,False
12.3,62.83,Weekend,False,False
11.97,54.36,Weekend,False,False
13.24,54.24,Weekend,False,False
9.89,69.55,Weekend,False,False
13.92,64.89,Weekend,False,False
8.41,62.19,Weekend,False,False
9.02,53.24,Senior,True,False
8.21,69.0,Weekend,False,False
13.52,64.09,Weekend,False,False
0.27,51.31,Weekend,False,False
8.89,68.73,Weekend,False,False
7.45,64.6,Weekend,False,False
0.96,62.36,Weekend,False,False
11.87,54.83,Weekend,False,False
2.96,58.87,Weekend,False,False
1.71,55.23,Weekend,False,False
8.76,59.5,Senior,True,False
1.0,50.22,Weekend,False,False
6.47,51.13,Weekend,False,False
8.91,62.08,Weekend,False,False
3.13,57.85,Weekend,False,False
4.73,59.91,Weekend,False,False
7.98,63.53,Weekend,False,False
3.94,60.11,Weekend,False,False
8.87,64.69,Weekend,False,False
3.41,59.06,Weekend,False,False
9.21,53.43,Senior,True,False
5.76,55.1,Weekend,False,False
1.84,60.88,Weekend,False,False
5.52,60.53,Weekend,False,False
2.67,62.81,Weekend,False,False
0.5,58.44,Weekend,False,False
14.77,13.75,Weekend,False,False
10.63,53.9,Weekend,False,False
7.18,58.23,Weekend,False,False
11.38,61.12,Weekend,False,False
1.13,54.01,Senior,True,False
3.48,67.28,Weekend,False,False
11.26,52.61,Weekend,False,False
6.81,58.67,Weekend,False,False
2.55,69.93,Weekend,False,False
9.92,49.31,Senior,True,False
10.25,56.45,Weekend,False,False
3.33,62.14,Weekend,False,False
3.77,67.57,Weekend,False,False
9.2,46.63,Senior,True,False
10.92,69.62,Weekend,False,False
14.27,43.58,Weekend,False,False
9.87,50.11,Weekend,False,False
5.04,52.35,Weekend,False,False
3.29,51.25,Weekend,False,False
10.43,67.99,Weekend,False,False
8.66,61.41,Weekend,False,False
3.83,54.24,Weekend,False,False
10.52,57.93,Weekend,False,False
13.09,50.12,Weekend,False,False
9.85,45.95,Senior,True,False
13.46,56.9,Weekend,False,False
6.61,50.84,Weekend,False,False
11.16,65.24,Weekend,False,False
6.98,59.16,Weekend,False,False
5.79,52.65,Weekend,False,False
3.64,54.63,Weekend,False,False
5.51,68.92,Weekend,False,False
2.68,55.7,Weekend,False,False
9.62,60.82,Weekend,False,False
8.9,50.67,Weekend,False,False
5.86,53.32,Weekend,False,False
2.82,53.48,Weekend,False,False
9.5,55.67,Weekend,False,False
8.84,62.18,Weekend,False,False
12.15,59.46,Weekend,False,False
0.34,68.4,Weekend,False,False
10.87,47.31,Senior,True,False
0.85,51.53,Weekend,False,False
6.14,65.53,Weekend,False,False
11.74,57.11,Weekend,False,False
7.64,53.7,Weekend,False,False
9.41,46.8,Senior,True,False
14.64,21.51,Weekend,False,False
6.51,46.97,Senior,True,False
3.27,58.42,Weekend,False,False
12.13,51.49,Weekend,False,False
2.61,69.91,Weekend,False,False
5.74,57.8,Weekend,False,False
9.91,55.11,Weekend,False,False
10.38,61.93,Weekend,False,False
13.5,56.58,Weekend,False,False
12.81,62.29,Weekend,False,False
9.8,60.66,Weekend,False,False
9.69,56.26,Senior,True,False
3.72,58.43,Senior,True,False
3.24,52.45,Weekend,False,False
11.3,63.58,Weekend,False,False
1.91,49.81,Senior,True,False
5.81,56.37,Weekend,False,False
11.1,57.85,Weekend,False,False
6.2,53.47,Senior,True,False
3.71,59.73,Weekend,False,False
2.13,68.09,Weekend,False,False
1.37,55.49,Weekend,False,False
0.73,58.07,Weekend,False,False
4.71,64.14,Weekend,False,False
7.03,57.55,Weekend,False,False
3.24,51.88,Weekend,False,False
7.09,65.95,Weekend,False,False
6.36,67.23,Weekend,False,False
9.06,60.4,Weekend,False,False
12.36,56.21,Weekend,False,False
12.68,50.47,Weekend,False,False
14.98,1.49,Weekend,False,False
12.49,57.96,Weekend,False,False
8.29,66.59,Weekend,False,False
13.65,61.79,Weekend,False,False
6.15,51.31,Weekend,False,False
12.82,53.28,Weekend,False,False
9.86,54.56,Weekend,False,False
10.49,50.1,Weekend,False,False
5.87,68.95,Weekend,False,False
0.72,54.68,Weekend,False,False
12.38,54.14,Weekend,False,False
10.11,51.66,Weekend,False,False
8.98,54.79,Weekend,False,False
9.49,56.46,Weekend,False,False
3.28,64.02,Weekend,False,False
7.31,63.53,Weekend,False,False
9.97,54.1,Senior,True,False
8.67,69.81,Weekend,False,False
0.15,61.29,Weekend,False,False
14.23,46.26,Weekend,False,False
4.07,56.34,Weekend,False,False
1.82,62.41,Weekend,False,False
9.82,68.99,Weekend,False,False
9.35,61.65,Weekend,False,False
11.54,64.69,Weekend,False,False
14.68,19.27,Weekend,False,False
0.77,55.34,Weekend,False,False
6.23,48.35,Senior,True,False
1.13,62.41,Weekend,False,False
13.0,53.61,Weekend,False,False
7.09,45.81,Senior,True,False
4.04,51.33,Senior,True,False
5.48,59.86,Weekend,False,False
8.97,62.61,Weekend,False,False
2.03,67.68,Weekend,False,False
4.58,65.64,Weekend,False,False
2.81,55.71,Weekend,False,False
1.83,58.23,Weekend,False,False
3.44,64.35,Weekend,False,False
13.69,60.93,Weekend,False,False
12.14,53.29,Weekend,False,False
7.03,54.8,Weekend,False,False
10.78,68.44,Weekend,False,False
3.42,60.59,Weekend,False,False
12.9,52.52,Weekend,False,False
3.58,67.12,Weekend,False,False
13.19,53.07,Weekend,False,False
11.66,61.21,Weekend,False,False
4.4,63.29,Weekend,False,False
0.23,54.98,Weekend,False,False
5.74,51.93,Senior,True,False
10.85,45.71,Senior,True,False
1.23,53.95,Senior,True,False
9.21,58.54,Senior,True,False
9.93,53.69,Weekend,False,False
5.87,47.31,Senior,True,False
11.77,59.52,Weekend,False,False
13.23,56.29,Weekend,False,False
4.15,56.66,Weekend,False,False
9.96,53.6,Senior,True,False
2.46,67.33,Weekend,False,False
14.15,50.93,Weekend,False,False
10.47,58.74,Weekend,False,False
0.83,55.05,Weekend,False,False
9.15,63.98,Weekend,False,False
8.48,50.05,Weekend,False,False
1.03,69.6,Weekend,False,False
14.53,28.38,Weekend,False,False
9.76,51.25,Weekend,False,False
12.02,69.08,Weekend,False,False
10.81,67.5,Weekend,False,False
11.06,61.15,Weekend,False,False
7.98,67.13,Weekend,False,False
14.27,44.06,Weekend,False,False
8.14,59.47,Weekend,False,False
1.37,61.59,Weekend,False,False
8.66,65.13,Weekend,False,False
12.91,64.04,Weekend,False,False
3.97,54.76,Senior,True,False
4.06,63.38,Weekend,False,False
10.01,59.47,Weekend,False,False
8.44,65.79,Weekend,False,False
10.95,61.07,Weekend,False,False
2.11,65.93,Weekend,False,False
11.41,55.98,Weekend,False,False
10.99,67.97,Weekend,False,False
9.94,60.75,Weekend,False,False
10.2,50.75,Weekend,False,False
1.09,58.86,Weekend,False,False
4.27,51.39,Weekend,False,False
10.17,51.35,Weekend,False,False
0.46,53.06,Weekend,False,False
11.44,46.96,Senior,True,False
8.77,60.78,Weekend,False,False
2.12,64.01,Weekend,False,False
10.78,66.92,Weekend,False,False
5.01,61.57,Weekend,False,False
1.19,59.42,Senior,True,False
11.64,54.55,Weekend,False,False
11.86,45.29,Senior,True,False
9.12,50.35,Weekend,False,False
13.98,61.12,Weekend,False,False
2.87,65.82,Weekend,False,False
2.11,62.85,Weekend,False,False
7.49,67.57,Weekend,False,False
5.95,65.54,Weekend,False,False
7.31,59.33,Weekend,False,False
6.78,69.66,Weekend,False,False
14.36,38.67,Weekend,False,False
10.18,50.14,Weekend,False,False
4.22,58.64,Senior,True,False
12.43,66.26,Weekend,False,False
7.27,65.52,Weekend,False,False
11.75,50.84,Weekend,False,False
3.35,64.66,Weekend,False,False
14.02,58.69,Weekend,False,False
3.97,56.64,Weekend,False,False
0.01,64.73,Weekend,False,False
9.63,59.15,Senior,True,False
10.71,60.6,Weekend,False,False
0.09,67.87,Weekend,False,False
0.49,52.12,Senior,True,False
0.52,59.71,Senior,True,False
0.19,57.47,Weekend,False,False
11.17,51.68,Weekend,False,False
4.4,61.97,Weekend,False,False
7.77,66.43,Weekend,False,False
11.81,61.09,Weekend,False,False
10.91,52.98,Weekend,False,False
4.18,50.35,Senior,True,False
4.69,59.94,Weekend,False,False
2.07,65.0,Weekend,False,False
4.77,53.49,Weekend,False,False
0.32,59.49,Senior,True,False
8.84,57.33,Senior,True,False
6.26,55.37,Weekend,False,False
2.62,51.03,Weekend,False,False
7.57,69.39,Weekend,False,False
4.02,58.86,Weekend,False,False
8.03,68.18,Weekend,False,False
8.48,59.17,Senior,True,False
11.09,63.29,Weekend,False,False
14.68,19.43,Weekend,False,False
12.11,53.05,Weekend,False,False
11.64,57.09,Senior,True,False
9.16,58.36,Senior,True,False
4.18,51.0,Weekend,False,False
5.64,67.5,Weekend,False,False
3.7,66.82,Weekend,False,False
7.16,50.14,Weekend,False,False
0.68,57.42,Senior,True,False
0.17,54.68,Senior,True,False
7.3,56.11,Senior,True,False
12.87,68.12,Weekend,False,False
7.7,53.95,Weekend,False,False
9.58,57.81,Weekend,False,False
5.55,61.66,Weekend,False,False
10.14,55.47,Weekend,False,False
5.98,65.77,Weekend,False,False
5.03,54.52,Weekend,False,False
14.75,15.17,Weekend,False,False
0.95,62.73,Weekend,False,False
4.66,68.83,Weekend,False,False
13.36,52.05,Weekend,False,False
8.95,47.2,Senior,True,False
13.58,57.1,Weekend,False,False
10.25,58.75,Weekend,False,False
4.94,62.14,Weekend,False,False
2.32,54.48,Weekend,False,False
0.92,56.94,Weekend,False,False
3.71,66.92,Weekend,False,False
7.38,58.92,Senior,True,False
12.01,65.89,Weekend,False,False
7.04,67.71,Weekend,False,False
9.44,59.92,Weekend,False,False
1.25,68.95,Weekend,False,False
10.21,68.49,Weekend,False,False
2.76,65.33,Weekend,False,False
9.14,66.23,Weekend,False,False
12.69,53.13,Weekend,False,False
14.3,42.25,Weekend,False,False
13.33,61.06,Weekend,False,False
11.88,53.83,Weekend,False,False
8.1,53.27,Weekend,False,False
9.53,69.63,Weekend,False,False
7.41,69.01,Weekend,False,False
1.23,62.4,Weekend,False,False
12.21,61.04,Weekend,False,False
3.93,56.95,Weekend,False,False
4.79,51.09,Weekend,False,False
9.66,65.69,Weekend,False,False
6.11,50.63,Weekend,False,False
3.61,59.43,Senior,True,False
2.35,64.66,Weekend,False,False
14.74,15.58,Weekend,False,False
5.46,52.55,Weekend,False,False
8.14,69.51,Weekend,False,False
4.82,56.82,Weekend,False,False
3.57,55.66,Weekend,False,False
4.86,64.96,Weekend,False,False
1.4,57.09,Weekend,False,False
5.0,67.26,Weekend,False,False
0.74,56.04,Weekend,False,False
5.43,53.0,Weekend,False,False
9.94,69.91,Weekend,False,False
1.23,65.37,Weekend,False,False
10.31,54.82,Senior,True,False
6.64,54.1,Senior,True,False
13.99,59.79,Weekend,False,False
12.07,57.26,Weekend,False,False
4.71,57.88,Weekend,False,False
6.33,60.82,Weekend,False,False
10.5,53.63,Senior,True,False
6.28,53.35,Weekend,False,False
12.44,60.84,Weekend,False,False
1.95,69.23,Weekend,False,False
4.8,68.4,Weekend,False,False
2.9,59.14,Weekend,False,False
11.0,64.32,Weekend,False,False
6.31,57.48,Senior,True,False
5.84,59.74,Weekend,False,False
4.01,50.82,Weekend,False,False
7.46,63.46,Weekend,False,False
9.76,58.27,Senior,True,False
11.64,60.36,Weekend,False,False
12.75,51.29,Weekend,False,False
0.93,61.25,Weekend,False,False
13.73,56.93,Weekend,False,False
12.14,51.05,Weekend,False,False
14.95,2.97,Weekend,False,False
8.4,55.34,Weekend,False,False
5.74,66.05,Weekend,False,False
3.44,56.19,Weekend,False,False
2.68,53.5,Weekend,False,False
10.37,51.05,Weekend,False,False
4.1,52.53,Weekend,False,False
2.54,59.77,Weekend,False,False
10.25,50.73,Senior,True,False
2.33,66.83,Weekend,False,False
6.96,65.39,Weekend,False,False
2.17,65.81,Weekend,False,False
10.19,56.9,Senior,True,False
8.64,57.11,Weekend,False,False
13.3,61.11,Weekend,False,False
0.65,52.57,Weekend,False,False
2.97,62.81,Weekend,False,False
11.42,66.16,Weekend,False,False
11.74,46.64,Senior,True,False
6.91,49.37,Senior,True,False
7.74,61.01,Weekend,False,False
0.81,61.53,Weekend,False,False
7.96,60.01,Weekend,False,False
6.0,61.82,Weekend,False,False
2.74,64.64,Weekend,False,False
2.56,52.29,Weekend,False,False
8.0,51.22,Senior,True,False
4.33,59.93,Weekend,False,False
0.99,54.02,Weekend,False,False
3.08,52.52,Weekend,False,False
3.77,63.18,Weekend,False,False
11.64,66.92,Weekend,False,False
0.67,55.53,Weekend,False,False
13.4,60.02,Weekend,False,False
0.86,56.15,Weekend,False,False
10.11,54.13,Weekend,False,False
12.86,68.34,Weekend,False,False
1.26,53.07,Weekend,False,False
3.02,56.08,Weekend,False,False
9.82,54.87,Weekend,False,False
7.44,50.77,Weekend,False,False
5.02,49.41,Senior,True,False
2.45,67.76,Weekend,False,False
3.17,54.24,Weekend,False,False
7.11,66.29,Weekend,False,False
14.69,18.34,Weekend,False,False
11.94,53.27,Weekend,False,False
14.28,42.98,Weekend,False,False
2.05,48.09,Senior,True,False
14.82,10.73,Weekend,False,False
1.48,55.05,Senior,True,False
1.12,52.92,Weekend,False,False
1.99,58.17,Weekend,False,False
13.15,55.93,Weekend,False,False
10.28,54.42,Senior,True,False
8.46,52.3,Weekend,False,False
6.96,60.45,Weekend,False,False
5.22,57.31,Weekend,False,False
6.54,58.06,Weekend,False,False
11.85,61.31,Weekend,False,False
2.89,45.61,Senior,True,False
10.31,59.01,Weekend,False,False
9.46,52.01,Weekend,False,False
3.34,69.31,Weekend,False,False
5.13,59.56,Weekend,False,False
3.92,54.99,Weekend,False,False
6.42,51.12,Weekend,False,False
1.38,46.29,Senior,True,False
3.66,56.07,Weekend,False,False
5.17,59.29,Weekend,False,False
8.08,69.68,Weekend,False,False
12.14,50.83,Weekend,False,False
