Time Entered (hr),Time Spent (min),Rushing,Senior,Nice Day: False
6.99,57.31,Normal,False,False
13.21,52.61,Normal,False,False
8.71,40.87,Normal,False,False
10.21,53.84,Senior,True,False
13.68,45.76,Normal,False,False
11.86,20.59,Dinner,False,False
4.04,58.53,Senior,True,False
9.55,49.25,Normal,False,False
13.17,65.52,Normal,False,False
3.9,47.41,Senior,True,False
12.72,12.03,Normal,False,False
13.99,55.44,Normal,False,False
7.57,45.95,Senior,True,False
6.97,10.59,Lunch,False,False
1.02,38.36,Normal,False,False
8.71,49.24,Senior,True,False
6.28,11.9,Lunch,False,False
13.96,28.76,Normal,False,False
13.79,14.4,Normal,False,False
11.04,22.0,Dinner,False,False
3.53,68.65,Normal,False,False
12.8,8.47,Normal,False,False
1.6,7.05,Normal,False,False
6.96,7.76,Lunch,False,False
5.89,10.81,Normal,False,False
4.59,21.52,Normal,False,False
2.51,52.92,Senior,True,False
8.49,18.42,Normal,False,False
4.11,23.73,Normal,False,False
7.09,7.99,Normal,False,False
12.43,21.66,Dinner,False,False
2.52,65.21,Normal,False,False
13.35,50.05,Normal,False,False
11.86,14.95,Normal,False,False
11.79,22.45,Dinner,False,False
6.31,6.37,Lunch,False,False
12.85,19.29,Normal,False,False
11.94,19.5,Dinner,False,False
6.78,12.01,Lunch,False,False
6.01,10.71,Lunch,False,False
12.81,8.28,Normal,False,False
11.19,23.68,Dinner,False,False
6.96,7.46,Lunch,False,False
9.3,11.58,Normal,False,False
8.85,28.71,Normal,False,False
13.41,56.49,Normal,False,False
6.21,13.92,Lunch,False,False
12.5,40.36,Normal,False,False
11.05,20.43,Dinner,False,False
8.27,54.18,Normal,False,False
8.1,11.9,Normal,False,False
6.01,52.38,Senior,True,False
12.12,13.08,Normal,False,False
3.09,31.49,Normal,False,False
12.6,7.17,Normal,False,False
12.6,16.22,Normal,False,False
0.05,9.8,Normal,False,False
8.01,10.0,Normal,False,False
6.56,8.65,Lunch,False,False
1.11,63.07,Normal,False,False
5.43,21.1,Normal,False,False
5.0,6.82,Normal,False,False
6.59,12.35,Lunch,False,False
1.21,30.8,Normal,False,False
12.83,10.79,Normal,False,False
6.03,7.56,Lunch,False,False
10.5,55.77,Normal,False,False
6.43,12.64,Lunch,False,False
13.41,7.37,Normal,False,False
13.3,71.54,Normal,False,False
6.46,9.17,Lunch,False,False
0.76,16.77,Normal,False,False
11.22,21.02,Dinner,False,False
7.34,46.2,Senior,True,False
11.26,14.14,Normal,False,False
13.87,59.23,Normal,False,False
6.42,47.8,Senior,True,False
11.29,23.7,Dinner,False,False
13.79,56.35,Normal,False,False
6.12,11.15,Normal,False,False
12.82,22.11,Normal,False,False
8.44,23.89,Normal,False,False
0.58,13.01,Normal,False,False
1.37,15.7,Normal,False,False
10.61,46.61,Normal,False,False
8.9,42.78,Normal,False,False
1.23,31.68,Normal,False,False
2.18,12.85,Normal,False,False
12.3,21.15,Dinner,False,False
6.58,74.26,Normal,False,False
5.76,49.74,Senior,True,False
4.4,45.79,Senior,True,False
0.41,20.09,Normal,False,False
13.41,53.64,Normal,False,False
7.29,18.51,Normal,False,False
1.08,11.95,Normal,False,False
6.31,13.61,Lunch,False,False
11.07,23.42,Dinner,False,False
6.65,10.61,Lunch,False,False
11.48,19.18,Dinner,False,False
10.5,14.54,Normal,False,False
12.86,37.38,Normal,False,False
3.04,59.98,Normal,False,False
11.84,16.11,Dinner,False,False
9.97,17.18,Normal,False,False
9.86,55.89,Senior,True,False
11.99,16.71,Dinner,False,False
6.16,12.66,Lunch,False,False
10.88,15.32,Normal,False,False
10.52,48.51,Senior,True,False
6.11,54.82,Senior,True,False
12.69,24.84,Normal,False,False
5.47,40.41,Normal,False,False
8.83,33.49,Normal,False,False
13.39,39.13,Normal,False,False
11.78,45.1,Senior,True,False
7.86,50.7,Senior,True,False
11.66,21.87,Normal,False,False
1.17,55.83,Senior,True,False
7.73,22.2,Normal,False,False
11.71,47.91,Senior,True,False
6.91,17.36,Normal,False,False
11.83,23.63,Normal,False,False
13.16,30.08,Normal,False,False
11.17,52.02,Senior,True,False
7.66,46.36,Normal,False,False
11.72,17.17,Dinner,False,False
11.34,14.63,Normal,False,False
0.62,8.88,Normal,False,False
6.28,9.9,Lunch,False,False
11.45,18.51,Dinner,False,False
2.94,14.72,Normal,False,False
8.27,72.57,Normal,False,False
12.09,20.74,Dinner,False,False
8.58,35.91,Normal,False,False
6.59,12.25,Lunch,False,False
11.49,12.87,Normal,False,False
11.61,39.43,Normal,False,False
6.7,7.41,Lunch,False,False
13.94,63.61,Normal,False,False
6.07,9.08,Lunch,False,False
6.43,13.75,Normal,False,False
8.79,53.0,Senior,True,False
11.22,20.34,Dinner,False,False
12.46,9.01,Normal,False,False
5.81,17.11,Normal,False,False
4.01,47.01,Senior,True,False
11.48,18.87,Dinner,False,False
6.5,13.38,Lunch,False,False
6.78,52.99,Senior,True,False
1.65,50.41,Senior,True,False
6.06,10.23,Lunch,False,False
11.31,19.25,Normal,False,False
2.27,57.3,Senior,True,False
13.66,13.61,Normal,False,False
11.93,55.78,Senior,True,False
12.0,18.97,Dinner,False,False
11.62,20.39,Dinner,False,False
1.43,18.72,Normal,False,False
11.85,22.52,Dinner,False,False
2.58,45.77,Normal,False,False
11.99,54.25,Normal,False,False
8.26,51.82,Senior,True,False
8.4,37.27,Normal,False,False
7.59,8.47,Normal,False,False
7.11,21.13,Normal,False,False
8.88,29.84,Normal,False,False
12.42,20.36,Dinner,False,False
13.29,19.94,Normal,False,False
3.55,43.47,Normal,False,False
10.88,46.59,Senior,True,False
1.05,54.81,Senior,True,False
12.85,17.62,Normal,False,False
8.57,17.31,Normal,False,False
11.66,23.97,Dinner,False,False
13.22,38.44,Normal,False,False
11.68,17.46,Dinner,False,False
12.14,19.31,Dinner,False,False
8.91,40.32,Normal,False,False
11.67,47.22,Senior,True,False
12.89,64.48,Normal,False,False
6.11,67.55,Normal,False,False
12.37,17.0,Dinner,False,False
10.08,28.24,Normal,False,False
1.6,59.57,Normal,False,False
4.11,56.87,Normal,False,False
13.17,51.49,Normal,False,False
11.28,16.93,Dinner,False,False
3.66,53.33,Senior,True,False
0.9,29.48,Normal,False,False
11.84,17.08,Dinner,False,False
6.86,13.46,Lunch,False,False
3.39,54.16,Senior,True,False
10.24,20.59,Normal,False,False
9.88,54.55,Senior,True,False
13.03,23.31,Normal,False,False
11.34,22.49,Normal,False,False
6.26,13.84,Lunch,False,False
4.11,64.08,Normal,False,False
9.32,49.68,Senior,True,False
13.85,59.48,Normal,False,False
4.61,22.44,Normal,False,False
7.75,57.86,Senior,True,False
11.65,16.79,Dinner,False,False
7.71,18.22,Normal,False,False
13.15,46.09,Normal,False,False
12.42,17.02,Dinner,False,False
11.96,18.17,Dinner,False,False
6.83,12.26,Lunch,False,False
9.39,55.71,Senior,True,False
12.54,70.52,Normal,False,False
10.0,21.26,Normal,False,False
12.54,31.5,Normal,False,False
13.24,36.65,Normal,False,False
4.93,57.05,Senior,True,False
10.81,55.09,Senior,True,False
4.17,54.16,Senior,True,False
0.54,46.1,Senior,True,False
6.54,12.8,Lunch,False,False
3.77,37.5,Normal,False,False
13.45,40.54,Normal,False,False
12.98,6.09,Normal,False,False
13.68,10.59,Normal,False,False
6.2,10.43,Lunch,False,False
13.43,23.26,Normal,False,False
1.3,60.03,Normal,False,False
6.64,12.35,Lunch,False,False
0.42,15.95,Normal,False,False
7.04,47.91,Normal,False,False
1.46,17.52,Normal,False,False
6.35,6.23,Lunch,False,False
11.73,56.71,Senior,True,False
5.43,46.15,Senior,True,False
6.87,7.56,Lunch,False,False
12.03,16.21,Dinner,False,False
1.36,21.91,Normal,False,False
0.83,8.61,Normal,False,False
3.23,6.15,Normal,False,False
6.54,51.66,Normal,False,False
2.88,23.13,Normal,False,False
0.31,10.16,Normal,False,False
13.59,66.6,Normal,False,False
4.13,13.8,Normal,False,False
6.04,11.65,Lunch,False,False
12.53,34.54,Normal,False,False
7.65,15.13,Normal,False,False
10.66,57.62,Senior,True,False
10.06,57.01,Senior,True,False
5.7,53.81,Senior,True,False
13.35,71.76,Normal,False,False
12.31,18.7,Dinner,False,False
8.47,54.12,Normal,False,False
10.77,24.87,Normal,False,False
6.62,11.5,Lunch,False,False
12.61,17.14,Normal,False,False
10.8,56.44,Senior,True,False
12.42,20.1,Dinner,False,False
11.42,22.14,Dinner,False,False
1.0,60.8,Normal,False,False
8.53,37.74,Normal,False,False
0.51,58.14,Normal,False,False
11.26,21.09,Dinner,False,False
10.23,18.61,Normal,False,False
9.25,26.7,Normal,False,False
3.73,45.55,Senior,True,False
12.02,22.99,Dinner,False,False
13.02,60.63,Normal,False,False
4.72,52.68,Senior,True,False
6.4,6.04,Lunch,False,False
11.24,23.81,Normal,False,False
13.16,55.26,Normal,False,False
9.05,12.4,Normal,False,False
4.99,33.1,Normal,False,False
13.26,50.19,Normal,False,False
13.62,12.6,Normal,False,False
13.33,12.82,Normal,False,False
13.56,6.38,Normal,False,False
6.88,13.97,Lunch,False,False
6.02,8.89,Normal,False,False
0.57,57.74,Normal,False,False
0.31,20.09,Normal,False,False
7.44,68.68,Normal,False,False
6.08,12.64,Normal,False,False
12.09,18.13,Dinner,False,False
11.55,45.79,Senior,True,False
3.56,53.79,Normal,False,False
4.32,30.73,Normal,False,False
12.85,70.59,Normal,False,False
11.45,13.6,Normal,False,False
11.05,18.94,Dinner,False,False
5.32,58.65,Senior,True,False
10.44,70.02,Normal,False,False
9.32,54.16,Senior,True,False
8.88,6.16,Normal,False,False
8.64,49.18,Senior,True,False
8.09,71.02,Normal,False,False
6.11,7.93,Lunch,False,False
6.69,11.65,Lunch,False,False
6.77,59.72,Normal,False,False
10.05,22.78,Normal,False,False
12.14,22.5,Dinner,False,False
11.98,21.89,Dinner,False,False
12.53,63.75,Normal,False,False
11.52,16.32,Dinner,False,False
13.27,66.19,Normal,False,False
9.89,73.84,Normal,False,False
12.17,23.52,Dinner,False,False
1.02,24.75,Normal,False,False
13.49,57.12,Normal,False,False
13.09,19.86,Normal,False,False
11.24,18.15,Dinner,False,False
6.01,11.37,Lunch,False,False
5.68,20.87,Normal,False,False
9.77,46.2,Senior,True,False
7.89,45.56,Senior,True,False
9.78,51.22,Senior,True,False
10.92,57.64,Senior,True,False
12.23,20.59,Dinner,False,False
12.76,44.9,Normal,False,False
12.0,22.85,Dinner,False,False
12.57,16.93,Normal,False,False
10.45,46.31,Senior,True,False
3.66,49.22,Senior,True,False
13.68,8.23,Normal,False,False
6.64,69.28,Normal,False,False
6.71,9.45,Lunch,False,False
6.37,23.52,Normal,False,False
7.37,48.34,Senior,True,False
13.04,18.71,Normal,False,False
11.17,18.36,Dinner,False,False
1.25,37.1,Normal,False,False
14.0,32.03,Normal,False,False
4.8,10.17,Normal,False,False
4.0,58.32,Normal,False,False
1.64,41.33,Normal,False,False
7.6,23.54,Normal,False,False
7.06,23.82,Normal,False,False
11.39,19.07,Normal,False,False
6.81,13.7,Lunch,False,False
6.33,17.18,Normal,False,False
13.63,12.71,Normal,False,False
10.14,57.06,Senior,True,False
8.38,6.56,Normal,False,False
12.76,63.65,Normal,False,False
13.13,28.4,Normal,False,False
10.11,53.81,Senior,True,False
13.24,20.89,Normal,False,False
13.49,11.87,Normal,False,False
1.79,37.55,Normal,False,False
6.13,8.57,Lunch,False,False
6.92,9.98,Lunch,False,False
6.8,7.19,Lunch,False,False
12.41,9.2,Normal,False,False
3.5,40.85,Normal,False,False
6.42,10.94,Lunch,False,False
0.06,12.73,Normal,False,False
11.78,16.15,Dinner,False,False
4.85,65.21,Normal,False,False
6.79,7.32,Lunch,False,False
11.46,50.86,Senior,True,False
11.57,23.28,Dinner,False,False
6.59,7.63,Lunch,False,False
4.78,18.43,Normal,False,False
6.95,7.37,Normal,False,False
11.33,10.94,Normal,False,False
9.07,54.28,Senior,True,False
6.3,7.4,Lunch,False,False
6.04,6.08,Lunch,False,False
2.29,9.08,Normal,False,False
4.68,57.04,Normal,False,False
11.33,16.14,Dinner,False,False
7.4,51.24,Senior,True,False
12.58,44.79,Normal,False,False
0.55,16.34,Normal,False,False
11.29,22.57,Dinner,False,False
6.26,18.02,Normal,False,False
11.75,22.88,Dinner,False,False
1.31,12.12,Normal,False,False
11.91,18.06,Dinner,False,False
6.77,71.96,Normal,False,False
13.11,55.87,Normal,False,False
6.86,7.22,Lunch,False,False
0.37,20.73,Normal,False,False
12.56,6.08,Normal,False,False
12.18,46.18,Normal,False,False
11.73,19.46,Dinner,False,False
12.62,60.3,Normal,False,False
9.82,22.6,Normal,False,False
1.35,54.12,Senior,True,False
11.58,17.76,Dinner,False,False
6.07,50.2,Senior,True,False
13.07,53.16,Normal,False,False
9.72,30.98,Normal,False,False
7.02,21.81,Normal,False,False
8.14,49.68,Senior,True,False
7.07,55.77,Senior,True,False
12.61,20.52,Normal,False,False
6.39,7.22,Normal,False,False
6.68,7.51,Lunch,False,False
13.32,74.58,Normal,False,False
8.49,16.04,Normal,False,False
8.73,53.79,Normal,False,False
13.33,22.8,Normal,False,False
6.44,9.13,Lunch,False,False
12.58,74.5,Normal,False,False
9.65,13.09,Normal,False,False
5.73,48.01,Senior,True,False
6.61,12.66,Lunch,False,False
5.09,48.4,Senior,True,False
13.24,9.88,Normal,False,False
6.3,6.1,Lunch,False,False
6.24,10.04,Lunch,False,False
13.9,15.42,Normal,False,False
8.71,54.7,Normal,False,False
13.28,17.91,Normal,False,False
11.3,22.09,Normal,False,False
2.14,57.62,Senior,True,False
6.05,48.77,Senior,True,False
7.28,66.93,Normal,False,False
2.46,72.69,Normal,False,False
5.86,19.22,Normal,False,False
13.71,65.39,Normal,False,False
12.82,20.62,Normal,False,False
11.93,20.23,Dinner,False,False
8.64,16.34,Normal,False,False
11.21,42.94,Normal,False,False
2.4,29.3,Normal,False,False
1.27,21.85,Normal,False,False
4.78,40.33,Normal,False,False
12.41,18.64,Dinner,False,False
12.58,9.46,Normal,False,False
12.56,51.27,Normal,False,False
13.58,23.3,Normal,False,False
4.96,59.82,Senior,True,False
13.25,11.8,Normal,False,False
6.52,8.11,Lunch,False,False
9.37,47.27,Senior,True,False
12.72,69.36,Normal,False,False
13.98,52.85,Normal,False,False
0.8,19.2,Normal,False,False
0.82,68.91,Normal,False,False
3.34,45.5,Senior,True,False
0.87,28.19,Normal,False,False
12.07,17.07,Dinner,False,False
6.45,9.8,Lunch,False,False
1.38,49.97,Normal,False,False
5.94,20.94,Normal,False,False
12.21,23.64,Dinner,False,False
13.43,10.15,Normal,False,False
3.96,58.54,Senior,True,False
4.82,35.23,Normal,False,False
10.17,46.57,Normal,False,False
12.77,22.32,Normal,False,False
13.42,46.57,Normal,False,False
3.02,54.99,Senior,True,False
6.33,10.79,Lunch,False,False
4.17,58.4,Senior,True,False
6.12,7.8,Lunch,False,False
12.02,21.64,Dinner,False,False
3.48,18.55,Normal,False,False
10.75,52.91,Normal,False,False
6.47,9.94,Lunch,False,False
9.98,53.3,Normal,False,False
6.11,59.85,Senior,True,False
4.34,51.6,Normal,False,False
11.28,17.91,Dinner,False,False
11.84,17.88,Dinner,False,False
10.85,67.97,Normal,False,False
6.54,45.37,Senior,True,False
6.73,13.03,Lunch,False,False
7.17,18.79,Normal,False,False
3.74,54.55,Senior,True,False
13.79,13.31,Normal,False,False
5.72,60.72,Normal,False,False
6.63,13.31,Lunch,False,False
12.82,22.39,Normal,False,False
9.86,14.79,Normal,False,False
11.62,45.46,Senior,True,False
11.31,23.36,Dinner,False,False
12.39,22.75,Dinner,False,False
6.92,8.15,Lunch,False,False
13.03,19.73,Normal,False,False
4.13,14.0,Normal,False,False
13.97,44.33,Normal,False,False
0.41,32.99,Normal,False,False
6.5,23.57,Normal,False,False
4.24,18.7,Normal,False,False
8.45,24.84,Normal,False,False
10.57,74.13,Normal,False,False
6.87,13.54,Lunch,False,False
12.34,22.56,Dinner,False,False
10.64,8.98,Normal,False,False
13.12,14.16,Normal,False,False
0.99,43.97,Normal,False,False
6.6,8.27,Lunch,False,False
3.38,56.13,Senior,True,False
11.83,21.46,Dinner,False,False
6.22,56.59,Senior,True,False
0.35,40.36,Normal,False,False
6.45,10.47,Lunch,False,False
12.91,74.24,Normal,False,False
13.84,24.45,Normal,False,False
6.8,6.22,Lunch,False,False
3.83,46.02,Normal,False,False
12.54,67.93,Normal,False,False
3.45,13.29,Normal,False,False
6.59,16.3,Normal,False,False
2.83,17.99,Normal,False,False
6.2,51.79,Senior,True,False
5.34,23.45,Normal,False,False
13.89,12.87,Normal,False,False
6.66,12.04,Normal,False,False
6.08,8.35,Lunch,False,False
3.39,47.23,Normal,False,False
11.79,17.39,Dinner,False,False
12.5,18.38,Normal,False,False
1.61,57.88,Senior,True,False
7.55,50.32,Normal,False,False
12.12,21.17,Dinner,False,False
8.12,18.59,Normal,False,False
12.91,47.01,Normal,False,False
7.53,50.85,Senior,True,False
6.23,10.74,Lunch,False,False
13.23,21.18,Normal,False,False
11.1,18.74,Normal,False,False
0.36,45.0,Senior,True,False
10.34,46.31,Senior,True,False
5.99,18.96,Normal,False,False
6.83,12.73,Normal,False,False
13.25,6.2,Normal,False,False
4.6,35.56,Normal,False,False
1.92,55.05,Senior,True,False
8.31,55.88,Normal,False,False
11.68,17.28,Dinner,False,False
11.04,16.85,Dinner,False,False
12.39,19.99,Dinner,False,False
5.39,36.8,Normal,False,False
3.55,8.04,Normal,False,False
2.19,38.51,Normal,False,False
4.52,49.51,Senior,True,False
10.69,21.71,Normal,False,False
12.95,20.52,Normal,False,False
11.15,24.35,Normal,False,False
5.63,49.41,Senior,True,False
6.98,13.49,Lunch,False,False
11.96,21.59,Dinner,False,False
11.74,22.64,Dinner,False,False
0.26,20.0,Normal,False,False
13.82,55.82,Normal,False,False
6.2,21.7,Normal,False,False
12.18,41.38,Normal,False,False
13.46,24.72,Normal,False,False
6.3,43.72,Normal,False,False
13.52,54.83,Normal,False,False
