Time Entered (hr),Time Spent (min),Rushing,Senior,Nice Day: False
7.25,72.6,Normal,False,False
4.77,63.22,Normal,False,False
13.05,20.42,Normal,False,False
8.77,51.47,Senior,True,False
13.12,16.69,Normal,False,False
6.84,12.18,Lunch,False,False
11.19,7.21,Normal,False,False
13.78,17.79,Normal,False,False
10.63,11.85,Normal,False,False
4.38,42.82,Normal,False,False
3.75,25.33,Normal,False,False
0.16,46.33,Normal,False,False
2.46,6.21,Normal,False,False
13.27,9.12,Normal,False,False
9.53,63.5,Normal,False,False
5.23,11.44,Normal,False,False
3.81,46.5,Senior,True,False
13.41,20.98,Normal,False,False
0.93,69.9,Normal,False,False
6.17,7.26,Lunch,False,False
10.1,56.2,Normal,False,False
6.87,6.08,Normal,False,False
6.79,9.26,Lunch,False,False
4.72,46.9,Normal,False,False
5.61,46.83,Senior,True,False
9.59,18.71,Normal,False,False
8.33,44.85,Normal,False,False
0.83,66.6,Normal,False,False
9.59,59.22,Senior,True,False
6.27,54.8,Senior,True,False
12.09,6.93,Normal,False,False
1.77,22.44,Normal,False,False
12.62,25.47,Normal,False,False
12.21,70.01,Normal,False,False
7.09,45.77,Normal,False,False
12.81,15.43,Normal,False,False
2.7,57.86,Senior,True,False
2.53,53.38,Senior,True,False
9.66,32.84,Normal,False,False
8.84,42.98,Normal,False,False
3.48,18.78,Normal,False,False
11.55,18.65,Dinner,False,False
11.14,21.38,Dinner,False,False
13.48,10.58,Normal,False,False
10.34,18.06,Normal,False,False
7.92,46.58,Senior,True,False
10.29,15.65,Normal,False,False
12.74,11.75,Normal,False,False
13.5,73.34,Normal,False,False
10.75,66.7,Normal,False,False
4.42,46.08,Senior,True,False
10.75,21.02,Normal,False,False
2.74,71.83,Normal,False,False
11.44,21.27,Dinner,False,False
2.36,14.42,Normal,False,False
6.57,12.5,Lunch,False,False
12.97,24.32,Normal,False,False
5.36,9.86,Normal,False,False
4.87,12.31,Normal,False,False
12.15,34.63,Normal,False,False
10.0,43.89,Normal,False,False
3.87,24.75,Normal,False,False
5.66,60.69,Normal,False,False
11.35,19.65,Dinner,False,False
13.14,6.44,Normal,False,False
6.88,57.04,Senior,True,False
12.95,65.43,Normal,False,False
1.6,18.67,Normal,False,False
6.51,12.52,Lunch,False,False
11.64,56.38,Senior,True,False
12.4,22.5,Dinner,False,False
2.44,52.8,Normal,False,False
5.25,37.99,Normal,False,False
6.63,8.78,Lunch,False,False
7.37,49.78,Senior,True,False
6.77,9.49,Lunch,False,False
6.63,6.36,Lunch,False,False
13.07,16.88,Normal,False,False
2.72,19.87,Normal,False,False
9.32,73.14,Normal,False,False
8.59,10.12,Normal,False,False
11.45,47.39,Senior,True,False
13.49,19.32,Normal,False,False
5.88,23.81,Normal,False,False
6.8,7.73,Lunch,False,False
13.58,53.22,Normal,False,False
12.9,20.41,Normal,False,False
11.02,16.69,Dinner,False,False
13.37,24.76,Normal,False,False
12.86,25.9,Normal,False,False
13.16,73.24,Normal,False,False
5.73,46.96,Senior,True,False
11.97,16.28,Dinner,False,False
5.96,21.75,Normal,False,False
3.25,45.85,Senior,True,False
1.62,45.05,Senior,True,False
13.91,15.14,Normal,False,False
11.94,33.09,Normal,False,False
8.19,58.02,Normal,False,False
6.44,7.4,Lunch,False,False
11.25,24.89,Normal,False,False
11.99,19.23,Dinner,False,False
11.26,21.99,Dinner,False,False
5.2,26.2,Normal,False,False
6.92,54.68,Senior,True,False
5.17,53.08,Senior,True,False
1.06,19.78,Normal,False,False
12.62,8.77,Normal,False,False
12.88,53.3,Normal,False,False
13.02,24.74,Normal,False,False
8.08,61.19,Normal,False,False
6.1,11.42,Lunch,False,False
13.71,26.59,Normal,False,False
6.46,12.63,Lunch,False,False
7.81,9.06,Normal,False,False
8.24,22.24,Normal,False,False
6.98,12.97,Lunch,False,False
10.38,41.89,Normal,False,False
6.17,9.64,Lunch,False,False
10.73,45.0,Senior,True,False
2.48,53.34,Senior,True,False
13.67,36.17,Normal,False,False
6.09,11.96,Lunch,False,False
6.62,49.18,Senior,True,False
11.48,20.39,Dinner,False,False
13.13,16.14,Normal,False,False
6.35,8.46,Normal,False,False
8.06,49.84,Senior,True,False
10.41,17.41,Normal,False,False
12.75,23.75,Normal,False,False
13.89,27.95,Normal,False,False
6.34,20.17,Normal,False,False
4.96,65.91,Normal,False,False
1.31,53.77,Senior,True,False
11.97,45.78,Senior,True,False
10.62,61.91,Normal,False,False
11.43,50.23,Senior,True,False
6.32,17.97,Normal,False,False
7.86,53.53,Senior,True,False
12.55,12.82,Normal,False,False
11.24,22.49,Dinner,False,False
11.34,22.93,Dinner,False,False
6.34,7.07,Lunch,False,False
8.15,13.63,Normal,False,False
4.88,73.63,Normal,False,False
11.58,18.44,Dinner,False,False
10.89,23.5,Normal,False,False
6.87,13.38,Lunch,False,False
12.31,19.23,Dinner,False,False
13.83,55.18,Normal,False,False
12.11,19.9,Dinner,False,False
11.46,19.07,Dinner,False,False
8.37,31.07,Normal,False,False
7.44,12.18,Normal,False,False
12.39,23.87,Dinner,False,False
11.8,18.52,Dinner,False,False
4.44,27.43,Normal,False,False
3.94,14.67,Normal,False,False
4.99,24.67,Normal,False,False
13.05,44.13,Normal,False,False
1.55,53.15,Normal,False,False
5.23,52.68,Senior,True,False
6.1,9.98,Lunch,False,False
13.07,20.14,Normal,False,False
10.57,44.76,Normal,False,False
1.27,16.3,Normal,False,False
11.48,23.91,Dinner,False,False
11.17,19.7,Dinner,False,False
12.37,19.03,Dinner,False,False
10.09,60.37,Normal,False,False
5.79,57.29,Normal,False,False
9.15,6.87,Normal,False,False
4.89,56.08,Senior,True,False
0.69,8.77,Normal,False,False
5.92,9.1,Normal,False,False
6.76,6.36,Lunch,False,False
4.76,36.88,Normal,False,False
3.89,24.88,Normal,False,False
6.22,6.65,Lunch,False,False
2.57,46.32,Senior,True,False
5.34,63.46,Normal,False,False
0.1,10.88,Normal,False,False
1.94,48.77,Senior,True,False
2.04,16.52,Normal,False,False
7.31,49.19,Senior,True,False
0.32,7.36,Normal,False,False
4.99,57.3,Senior,True,False
10.11,18.26,Normal,False,False
11.77,55.69,Normal,False,False
10.37,20.16,Normal,False,False
12.06,17.21,Dinner,False,False
0.08,15.77,Normal,False,False
11.43,16.01,Dinner,False,False
12.87,9.79,Normal,False,False
2.3,49.11,Senior,True,False
12.7,8.43,Normal,False,False
4.28,10.27,Normal,False,False
9.2,59.54,Normal,False,False
9.9,12.99,Normal,False,False
3.72,72.21,Normal,False,False
4.58,58.36,Normal,False,False
13.52,24.04,Normal,False,False
1.79,13.94,Normal,False,False
3.22,34.6,Normal,False,False
8.15,51.98,Senior,True,False
6.71,6.61,Lunch,False,False
11.05,50.83,Senior,True,False
8.57,71.21,Normal,False,False
1.71,66.84,Normal,False,False
7.96,10.44,Normal,False,False
11.38,23.22,Dinner,False,False
8.04,52.23,Senior,True,False
6.04,9.25,Lunch,False,False
5.09,22.15,Normal,False,False
6.11,11.37,Lunch,False,False
6.22,13.15,Lunch,False,False
13.11,40.99,Normal,False,False
5.44,49.97,Senior,True,False
12.24,17.1,Dinner,False,False
11.14,55.04,Senior,True,False
5.4,16.6,Normal,False,False
7.61,54.21,Senior,True,False
11.53,23.62,Dinner,False,False
7.04,56.46,Senior,True,False
0.05,23.23,Normal,False,False
2.33,74.19,Normal,False,False
6.85,8.26,Lunch,False,False
2.16,23.0,Normal,False,False
10.59,50.2,Senior,True,False
10.67,36.3,Normal,False,False
13.77,35.74,Normal,False,False
10.5,58.67,Senior,True,False
11.05,21.73,Dinner,False,False
13.27,25.6,Normal,False,False
5.87,68.3,Normal,False,False
9.34,43.68,Normal,False,False
12.41,17.18,Dinner,False,False
13.63,73.56,Normal,False,False
8.36,47.04,Senior,True,False
13.94,16.86,Normal,False,False
8.29,54.42,Normal,False,False
9.4,13.55,Normal,False,False
10.14,55.6,Senior,True,False
6.87,6.02,Lunch,False,False
12.93,59.17,Normal,False,False
6.26,6.39,Lunch,False,False
6.58,10.13,Lunch,False,False
13.29,36.99,Normal,False,False
8.29,25.25,Normal,False,False
11.51,17.29,Dinner,False,False
8.57,16.49,Normal,False,False
8.66,47.18,Senior,True,False
2.91,32.03,Normal,False,False
6.49,12.72,Normal,False,False
3.75,31.1,Normal,False,False
13.97,13.32,Normal,False,False
9.5,46.41,Normal,False,False
13.51,12.61,Normal,False,False
8.26,10.47,Normal,False,False
0.94,10.25,Normal,False,False
13.63,41.9,Normal,False,False
6.73,13.82,Normal,False,False
6.92,8.87,Normal,False,False
2.46,48.41,Normal,False,False
4.62,16.76,Normal,False,False
11.86,16.4,Dinner,False,False
12.36,19.52,Dinner,False,False
6.02,8.88,Lunch,False,False
2.89,47.87,Normal,False,False
12.13,21.76,Dinner,False,False
4.05,48.94,Senior,True,False
3.24,47.16,Normal,False,False
13.23,44.46,Normal,False,False
0.27,55.45,Senior,True,False
6.04,46.87,Normal,False,False
6.5,10.8,Lunch,False,False
12.54,50.29,Normal,False,False
6.21,7.52,Lunch,False,False
0.48,25.25,Normal,False,False
2.62,70.04,Normal,False,False
11.77,20.13,Dinner,False,False
13.76,20.44,Normal,False,False
13.81,12.24,Normal,False,False
7.91,20.66,Normal,False,False
8.82,36.97,Normal,False,False
12.48,21.36,Dinner,False,False
13.15,17.67,Normal,False,False
13.7,53.89,Normal,False,False
1.19,59.17,Senior,True,False
7.96,57.22,Senior,True,False
11.27,13.73,Normal,False,False
3.23,63.45,Normal,False,False
6.3,11.88,Lunch,False,False
6.76,13.23,Lunch,False,False
8.21,6.87,Normal,False,False
13.21,31.18,Normal,False,False
6.39,9.92,Lunch,False,False
11.8,51.79,Senior,True,False
12.26,64.95,Normal,False,False
11.7,39.37,Normal,False,False
0.93,6.48,Normal,False,False
1.24,55.36,Senior,True,False
11.39,20.99,Dinner,False,False
8.16,61.69,Normal,False,False
4.43,35.08,Normal,False,False
6.45,28.46,Normal,False,False
11.66,58.76,Senior,True,False
7.42,47.85,Senior,True,False
7.65,22.09,Normal,False,False
5.59,11.53,Normal,False,False
11.26,21.3,Dinner,False,False
6.55,6.83,Lunch,False,False
1.54,26.3,Normal,False,False
10.17,39.19,Normal,False,False
7.13,6.1,Normal,False,False
11.91,16.05,Dinner,False,False
4.08,18.32,Normal,False,False
10.84,32.98,Normal,False,False
13.75,19.39,Normal,False,False
7.66,53.31,Senior,True,False
4.36,48.88,Senior,True,False
2.52,15.01,Normal,False,False
6.82,9.79,Lunch,False,False
13.9,54.22,Normal,False,False
13.85,39.76,Normal,False,False
6.99,10.0,Lunch,False,False
1.81,74.92,Normal,False,False
11.35,23.62,Dinner,False,False
11.51,16.44,Dinner,False,False
7.91,44.64,Normal,False,False
2.94,57.99,Senior,True,False
10.38,57.16,Normal,False,False
4.46,53.36,Senior,True,False
2.59,14.68,Normal,False,False
2.2,12.08,Normal,False,False
9.8,50.05,Senior,True,False
13.28,74.52,Normal,False,False
13.18,32.43,Normal,False,False
12.12,18.75,Dinner,False,False
5.59,38.74,Normal,False,False
2.46,38.98,Normal,False,False
7.08,23.82,Normal,False,False
2.51,56.24,Senior,True,False
2.82,23.86,Normal,False,False
5.5,59.57,Senior,True,False
10.08,32.08,Normal,False,False
2.07,61.87,Normal,False,False
11.61,49.17,Senior,True,False
13.63,14.62,Normal,False,False
12.72,9.04,Normal,False,False
11.2,20.83,Normal,False,False
12.25,18.38,Dinner,False,False
1.43,25.25,Normal,False,False
4.38,49.12,Senior,True,False
6.19,6.3,Lunch,False,False
11.77,22.43,Dinner,False,False
6.72,7.82,Lunch,False,False
7.41,51.3,Senior,True,False
10.0,10.48,Normal,False,False
12.32,9.24,Normal,False,False
2.48,50.48,Senior,True,False
13.57,30.28,Normal,False,False
5.87,44.1,Normal,False,False
11.38,23.45,Dinner,False,False
10.14,13.33,Normal,False,False
13.3,20.0,Normal,False,False
2.02,59.74,Senior,True,False
7.57,42.05,Normal,False,False
6.69,13.29,Lunch,False,False
6.06,7.1,Lunch,False,False
3.16,24.26,Normal,False,False
4.03,53.15,Senior,True,False
13.79,15.34,Normal,False,False
6.5,7.82,Lunch,False,False
11.38,8.0,Normal,False,False
8.16,58.08,Senior,True,False
13.23,60.61,Normal,False,False
12.45,21.93,Dinner,False,False
6.48,49.34,Senior,True,False
4.81,72.76,Normal,False,False
8.19,42.98,Normal,False,False
11.95,39.08,Normal,False,False
5.14,62.96,Normal,False,False
9.78,45.14,Senior,True,False
6.55,29.44,Normal,False,False
11.83,19.62,Dinner,False,False
1.85,17.38,Normal,False,False
11.1,21.54,Dinner,False,False
9.23,49.93,Senior,True,False
6.21,7.66,Lunch,False,False
10.53,67.22,Normal,False,False
8.35,62.92,Normal,False,False
12.38,68.13,Normal,False,False
5.94,70.75,Normal,False,False
12.57,36.85,Normal,False,False
13.95,19.44,Normal,False,False
12.2,16.8,Dinner,False,False
7.87,58.49,Senior,True,False
5.06,20.18,Normal,False,False
13.2,33.93,Normal,False,False
7.05,67.64,Normal,False,False
3.8,61.71,Normal,False,False
3.35,33.13,Normal,False,False
6.83,13.56,Lunch,False,False
1.82,12.16,Normal,False,False
11.28,23.19,Dinner,False,False
4.69,49.39,Normal,False,False
10.02,18.99,Normal,False,False
13.0,18.76,Normal,False,False
13.01,62.9,Normal,False,False
6.45,11.02,Lunch,False,False
11.37,28.03,Normal,False,False
13.03,66.22,Normal,False,False
12.84,14.02,Normal,False,False
10.62,22.18,Normal,False,False
6.15,10.06,Lunch,False,False
13.83,39.28,Normal,False,False
12.44,23.43,Dinner,False,False
11.93,20.12,Dinner,False,False
9.78,14.78,Normal,False,False
10.98,24.28,Normal,False,False
2.12,12.62,Normal,False,False
7.72,53.54,Senior,True,False
12.2,16.15,Dinner,False,False
8.82,38.48,Normal,False,False
7.1,59.43,Senior,True,False
6.22,9.75,Lunch,False,False
2.59,30.1,Normal,False,False
13.08,73.62,Normal,False,False
9.37,59.11,Senior,True,False
10.09,47.69,Senior,True,False
7.8,14.28,Normal,False,False
13.71,24.73,Normal,False,False
5.07,61.34,Normal,False,False
5.41,56.8,Senior,True,False
8.2,15.17,Normal,False,False
6.52,8.55,Lunch,False,False
11.1,16.28,Dinner,False,False
9.63,51.72,Senior,True,False
5.38,18.15,Normal,False,False
6.69,9.47,Lunch,False,False
1.37,59.21,Senior,True,False
3.02,59.65,Senior,True,False
13.34,53.52,Normal,False,False
6.45,9.11,Lunch,False,False
6.85,9.74,Lunch,False,False
6.69,13.59,Lunch,False,False
0.12,55.31,Senior,True,False
12.44,22.51,Dinner,False,False
13.85,47.63,Normal,False,False
12.91,20.26,Normal,False,False
6.47,7.46,Lunch,False,False
11.2,20.04,Dinner,False,False
1.85,57.84,Senior,True,False
12.7,66.66,Normal,False,False
6.46,9.82,Lunch,False,False
12.3,19.72,Dinner,False,False
12.36,22.42,Dinner,False,False
12.59,44.39,Normal,False,False
12.5,54.87,Normal,False,False
11.42,17.64,Dinner,False,False
6.24,6.21,Lunch,False,False
6.16,8.39,Lunch,False,False
8.69,52.29,Normal,False,False
3.56,14.82,Normal,False,False
12.57,40.9,Normal,False,False
6.78,10.41,Lunch,False,False
13.56,16.44,Normal,False,False
2.8,42.31,Normal,False,False
6.54,8.34,Lunch,False,False
9.74,59.69,Senior,True,False
13.81,11.96,Normal,False,False
3.01,7.02,Normal,False,False
6.29,8.3,Lunch,False,False
6.51,6.84,Lunch,False,False
3.1,37.88,Normal,False,False
1.53,60.23,Normal,False,False
6.88,13.0,Lunch,False,False
6.98,11.58,Lunch,False,False
7.09,12.12,Normal,False,False
6.2,48.32,Normal,False,False
6.92,12.59,Lunch,False,False
9.34,10.09,Normal,False,False
12.58,11.67,Normal,False,False
6.63,24.06,Normal,False,False
6.54,10.86,Lunch,False,False
11.33,21.91,Dinner,False,False
0.73,6.47,Normal,False,False
3.71,17.25,Normal,False,False
3.44,15.93,Normal,False,False
7.17,48.75,Normal,False,False
8.47,43.5,Normal,False,False
13.72,34.11,Normal,False,False
8.18,11.33,Normal,False,False
2.59,9.84,Normal,False,False
3.36,69.68,Normal,False,False
9.59,15.63,Normal,False,False
6.78,9.18,Lunch,False,False
7.92,72.18,Normal,False,False
5.7,16.93,Normal,False,False
11.95,18.78,Dinner,False,False
12.13,22.0,Dinner,False,False
8.13,47.07,Senior,True,False
11.79,23.21,Dinner,False,False
13.5,72.66,Normal,False,False
12.85,20.37,Normal,False,False
11.65,18.76,Dinner,False,False
6.33,7.34,Lunch,False,False
13.14,20.73,Normal,False,False
6.25,6.5,Lunch,False,False
6.77,74.69,Normal,False,False
3.77,20.82,Normal,False,False
11.11,22.72,Dinner,False,False
0.29,55.18,Senior,True,False
11.54,17.06,Dinner,False,False
11.09,69.22,Normal,False,False
12.78,20.34,Normal,False,False
7.6,46.9,Senior,True,False
6.13,44.47,Normal,False,False
11.65,23.84,Dinner,False,False
12.72,31.05,Normal,False,False
12.45,22.16,Dinner,False,False
7.71,10.48,Normal,False,False
10.57,8.78,Normal,False,False
6.47,13.95,Lunch,False,False
12.64,58.43,Normal,False,False
10.43,54.48,Senior,True,False
6.8,11.93,Lunch,False,False
6.45,11.89,Lunch,False,False
1.64,54.62,Senior,True,False
2.53,73.55,Normal,False,False
12.43,20.59,Dinner,False,False
13.56,17.62,Normal,False,False
11.41,22.62,Dinner,False,False
9.57,47.19,Normal,False,False
12.37,23.1,Dinner,False,False
5.86,8.86,Normal,False,False
6.25,7.29,Lunch,False,False
6.54,45.83,Normal,False,False
13.93,32.12,Normal,False,False
3.6,10.51,Normal,False,False
11.02,19.84,Normal,False,False
1.12,49.2,Normal,False,False
10.31,51.74,Senior,True,False
12.1,16.55,Dinner,False,False
12.43,20.39,Dinner,False,False
6.22,12.54,Lunch,False,False
6.87,11.5,Lunch,False,False
11.95,23.4,Dinner,False,False
11.61,18.43,Dinner,False,False
10.07,7.3,Normal,False,False
13.58,6.91,Normal,False,False
11.57,22.11,Dinner,False,False
11.88,19.02,Dinner,False,False
7.55,31.04,Normal,False,False
0.64,59.71,Senior,True,False
3.26,11.87,Normal,False,False
11.66,20.0,Dinner,False,False
3.89,52.5,Senior,True,False
6.45,11.21,Lunch,False,False
9.29,23.71,Normal,False,False
6.35,7.23,Lunch,False,False
10.89,8.44,Normal,False,False
11.82,20.14,Dinner,False,False
6.51,12.64,Lunch,False,False
8.36,39.24,Normal,False,False
12.93,59.14,Normal,False,False
9.91,57.77,Senior,True,False
8.35,9.15,Normal,False,False
6.29,51.77,Senior,True,False
1.6,54.81,Senior,True,False
5.37,68.11,Normal,False,False
7.28,53.72,Senior,True,False
2.03,53.16,Senior,True,False
11.97,19.02,Dinner,False,False
5.22,48.57,Senior,True,False
13.8,11.82,Normal,False,False
4.14,31.19,Normal,False,False
8.45,63.17,Normal,False,False
10.28,58.5,Senior,True,False
12.9,52.23,Normal,False,False
12.7,59.4,Normal,False,False
1.45,9.86,Normal,False,False
3.87,50.85,Normal,False,False
1.13,47.97,Senior,True,False
9.62,52.09,Normal,False,False
13.17,54.5,Normal,False,False
8.59,32.7,Normal,False,False
12.99,62.84,Normal,False,False
12.42,22.94,Normal,False,False
8.97,67.06,Normal,False,False
6.02,9.45,Lunch,False,False
12.45,21.42,Dinner,False,False
7.74,6.45,Normal,False,False
6.27,11.79,Lunch,False,False
6.71,7.73,Lunch,False,False
11.4,35.51,Normal,False,False
11.49,22.34,Dinner,False,False
13.16,16.51,Normal,False,False
7.73,70.35,Normal,False,False
1.18,72.42,Normal,False,False
12.84,25.03,Normal,False,False
7.15,51.07,Normal,False,False
12.84,29.38,Normal,False,False
4.99,55.59,Senior,True,False
0.2,50.02,Senior,True,False
1.88,53.21,Normal,False,False
12.34,19.11,Dinner,False,False
6.14,9.84,Lunch,False,False
11.59,22.31,Dinner,False,False
8.35,63.62,Normal,False,False
7.09,36.68,Normal,False,False
6.83,6.11,Lunch,False,False
5.25,45.79,Senior,True,False
6.45,47.17,Senior,True,False
8.77,55.06,Senior,True,False
13.47,8.06,Normal,False,False
11.29,52.83,Senior,True,False
11.21,52.47,Senior,True,False
13.02,6.32,Normal,False,False
6.96,52.45,Senior,True,False
10.58,63.7,Normal,False,False
11.53,16.0,Dinner,False,False
13.86,63.97,Normal,False,False
13.31,40.72,Normal,False,False
6.98,23.53,Normal,False,False
13.4,9.73,Normal,False,False
6.73,9.52,Lunch,False,False
8.24,38.68,Normal,False,False
6.45,13.89,Lunch,False,False
8.18,39.03,Normal,False,False
3.28,48.18,Senior,True,False
13.17,13.75,Normal,False,False
1.11,7.35,Normal,False,False
11.88,18.19,Dinner,False,False
6.09,7.22,Lunch,False,False
5.62,55.96,Normal,False,False
12.42,22.76,Dinner,False,False
6.86,8.22,Normal,False,False
4.75,52.15,Senior,True,False
12.64,25.06,Normal,False,False
11.4,23.39,Dinner,False,False
7.09,13.68,Normal,False,False
6.94,6.47,Lunch,False,False
6.87,40.93,Normal,False,False
4.02,69.81,Normal,False,False
4.92,42.48,Normal,False,False
12.44,22.77,Dinner,False,False
11.58,21.83,Normal,False,False
5.24,38.38,Normal,False,False
2.06,18.11,Normal,False,False
11.81,19.78,Dinner,False,False
6.7,17.07,Normal,False,False
11.07,18.04,Dinner,False,False
6.41,48.5,Normal,False,False
12.08,22.36,Dinner,False,False
7.24,54.38,Senior,True,False
1.75,19.43,Normal,False,False
0.27,58.02,Senior,True,False
6.68,53.47,Senior,True,False
8.17,53.15,Senior,True,False
11.96,20.34,Dinner,False,False
11.9,26.01,Normal,False,False
6.67,21.27,Normal,False,False
13.14,34.83,Normal,False,False
0.77,54.08,Normal,False,False
0.12,30.05,Normal,False,False
6.68,47.24,Senior,True,False
13.72,13.2,Normal,False,False
9.8,12.51,Normal,False,False
11.86,73.91,Normal,False,False
3.54,56.26,Senior,True,False
6.25,19.96,Normal,False,False
8.95,7.53,Normal,False,False
11.8,17.64,Dinner,False,False
7.87,59.95,Senior,True,False
13.65,72.94,Normal,False,False
6.03,42.06,Normal,False,False
11.16,19.26,Dinner,False,False
2.27,48.34,Normal,False,False
0.83,48.09,Senior,True,False
10.06,53.7,Senior,True,False
10.07,55.69,Senior,True,False
2.3,59.42,Senior,True,False
11.31,21.48,Dinner,False,False
12.89,11.95,Normal,False,False
4.51,34.32,Normal,False,False
6.52,11.68,Lunch,False,False
9.83,67.73,Normal,False,False
11.95,23.08,Dinner,False,False
6.02,9.23,Lunch,False,False
4.04,53.18,Senior,True,False
5.0,45.58,Normal,False,False
11.01,8.07,Normal,False,False
10.92,18.82,Normal,False,False
5.06,65.62,Normal,False,False
2.88,18.3,Normal,False,False
7.94,46.12,Senior,True,False
6.29,6.53,Lunch,False,False
2.9,11.39,Normal,False,False
9.47,34.22,Normal,False,False
11.02,12.55,Normal,False,False
2.33,19.76,Normal,False,False
3.42,14.82,Normal,False,False
6.84,13.78,Lunch,False,False
13.71,30.99,Normal,False,False
6.09,45.51,Senior,True,False
13.65,56.15,Normal,False,False
6.83,12.76,Normal,False,False
0.47,14.49,Normal,False,False
11.78,23.09,Dinner,False,False
2.08,54.89,Senior,True,False
6.61,9.42,Lunch,False,False
6.92,53.17,Normal,False,False
6.8,19.19,Normal,False,False
4.35,59.01,Senior,True,False
6.98,59.43,Normal,False,False
3.39,46.95,Normal,False,False
2.32,54.85,Senior,True,False
3.37,17.69,Normal,False,False
1.98,41.85,Normal,False,False
9.56,53.67,Senior,True,False
8.28,28.42,Normal,False,False
13.81,16.69,Normal,False,False
12.05,19.64,Dinner,False,False
13.53,66.72,Normal,False,False
6.7,16.97,Normal,False,False
12.9,16.43,Normal,False,False
6.83,13.63,Lunch,False,False
2.14,46.11,Senior,True,False
3.49,47.88,Senior,True,False
6.91,13.4,Lunch,False,False
9.43,19.19,Normal,False,False
11.26,45.45,Senior,True,False
8.74,9.63,Normal,False,False
1.12,8.26,Normal,False,False
