Time Entered (hr),Time Spent (min),Rushing,Senior,Nice Day: False
6.46,366.9,Lunch,False,False
1.25,4030.28,Normal,False,False
12.44,1252.74,Dinner,False,False
1.99,3463.29,Senior,True,False
6.89,667.54,Lunch,False,False
11.72,663.71,Normal,False,False
11.93,1344.96,Normal,False,False
6.25,459.28,Lunch,False,False
8.27,3022.28,Normal,False,False
12.59,770.66,Normal,False,False
9.97,4407.08,Normal,False,False
1.19,3288.56,Normal,False,False
8.42,3355.24,Normal,False,False
6.28,3052.56,Senior,True,False
13.25,2749.17,Normal,False,False
2.53,620.71,Normal,False,False
13.23,1199.7,Normal,False,False
6.89,720.86,Lunch,False,False
11.22,1071.97,Dinner,False,False
7.92,788.12,Normal,False,False
4.75,788.19,Normal,False,False
11.88,1014.73,Dinner,False,False
5.56,2714.64,Senior,True,False
7.9,2526.13,Normal,False,False
6.38,1033.95,Normal,False,False
11.48,1279.96,Dinner,False,False
2.45,794.42,Normal,False,False
6.81,379.3,Lunch,False,False
6.0,761.01,Normal,False,False
7.97,1110.5,Normal,False,False
13.99,2705.97,Normal,False,False
10.69,1089.0,Normal,False,False
6.73,451.84,Normal,False,False
8.11,1262.34,Normal,False,False
6.19,3767.43,Normal,False,False
9.36,865.63,Normal,False,False
6.64,554.94,Lunch,False,False
6.21,420.52,Lunch,False,False
1.41,3534.33,Senior,True,False
8.65,2853.65,Senior,True,False
11.2,1245.52,Dinner,False,False
11.73,1084.46,Dinner,False,False
7.5,540.15,Normal,False,False
4.55,2013.72,Normal,False,False
6.39,1052.43,Normal,False,False
0.51,1166.05,Normal,False,False
6.62,400.74,Lunch,False,False
13.05,530.1,Normal,False,False
8.26,4216.24,Normal,False,False
12.37,1409.54,Dinner,False,False
6.6,718.93,Lunch,False,False
4.92,1265.29,Normal,False,False
8.72,870.79,Normal,False,False
5.45,3456.33,Senior,True,False
6.18,641.76,Lunch,False,False
5.78,1233.41,Normal,False,False
7.93,2350.11,Normal,False,False
12.72,646.0,Normal,False,False
11.16,3185.75,Senior,True,False
13.33,1333.79,Normal,False,False
12.45,1222.39,Dinner,False,False
9.09,1887.61,Normal,False,False
2.7,1528.85,Normal,False,False
3.84,1687.36,Normal,False,False
11.18,1133.19,Dinner,False,False
6.4,470.97,Lunch,False,False
6.75,411.0,Lunch,False,False
11.34,670.98,Normal,False,False
4.08,916.04,Normal,False,False
2.55,536.79,Normal,False,False
13.26,1138.89,Normal,False,False
4.06,2843.65,Senior,True,False
10.7,614.13,Normal,False,False
8.46,2796.83,Senior,True,False
13.96,3534.8,Normal,False,False
8.21,4047.5,Normal,False,False
11.09,1266.87,Dinner,False,False
0.85,3563.48,Senior,True,False
5.17,3256.77,Senior,True,False
1.19,3323.66,Normal,False,False
3.58,2254.45,Normal,False,False
1.26,2765.67,Normal,False,False
13.8,3852.13,Normal,False,False
12.72,3183.03,Normal,False,False
12.95,1209.25,Normal,False,False
6.19,1816.95,Normal,False,False
12.11,1066.58,Dinner,False,False
7.41,1722.08,Normal,False,False
1.59,3093.42,Senior,True,False
0.66,3388.88,Senior,True,False
5.12,608.61,Normal,False,False
0.67,4110.77,Normal,False,False
5.64,4307.24,Normal,False,False
11.88,974.25,Dinner,False,False
6.58,2935.73,Senior,True,False
12.02,1389.18,Dinner,False,False
12.45,1316.99,Dinner,False,False
12.03,1136.56,Dinner,False,False
11.97,1016.06,Dinner,False,False
10.37,3750.2,Normal,False,False
6.95,2831.8,Normal,False,False
1.1,968.9,Normal,False,False
7.74,409.58,Normal,False,False
11.22,1278.64,Dinner,False,False
6.93,514.25,Lunch,False,False
13.35,1794.98,Normal,False,False
6.09,727.19,Lunch,False,False
6.17,525.43,Lunch,False,False
5.88,3390.73,Senior,True,False
2.35,2986.37,Normal,False,False
13.06,963.54,Normal,False,False
5.73,3482.15,Senior,True,False
13.21,2001.49,Normal,False,False
5.78,3277.66,Senior,True,False
7.95,3160.52,Senior,True,False
13.18,432.2,Normal,False,False
12.52,531.49,Normal,False,False
5.62,3462.31,Senior,True,False
12.47,1930.87,Normal,False,False
11.98,1192.96,Dinner,False,False
0.35,865.1,Normal,False,False
6.96,635.91,Lunch,False,False
12.86,4364.56,Normal,False,False
13.87,996.07,Normal,False,False
6.61,759.47,Lunch,False,False
0.32,3417.12,Senior,True,False
8.07,4192.77,Normal,False,False
7.6,2561.5,Normal,False,False
13.75,1846.69,Normal,False,False
12.42,1741.25,Normal,False,False
1.52,1322.4,Normal,False,False
11.65,1176.19,Dinner,False,False
4.61,4318.02,Normal,False,False
10.13,3333.32,Normal,False,False
6.13,443.94,Lunch,False,False
12.98,1401.59,Normal,False,False
0.59,3099.2,Senior,True,False
8.89,1167.92,Normal,False,False
12.77,1409.43,Normal,False,False
5.56,3744.03,Normal,False,False
6.31,789.31,Normal,False,False
6.82,615.73,Lunch,False,False
6.36,469.55,Lunch,False,False
13.71,1252.08,Normal,False,False
12.34,1242.81,Dinner,False,False
11.07,1240.19,Dinner,False,False
9.08,3553.68,Senior,True,False
2.35,2443.1,Normal,False,False
6.96,391.97,Normal,False,False
3.56,1026.51,Normal,False,False
9.13,1832.91,Normal,False,False
13.05,1093.58,Normal,False,False
8.85,1556.07,Normal,False,False
13.32,503.82,Normal,False,False
1.15,1089.83,Normal,False,False
6.55,1143.69,Normal,False,False
13.75,642.0,Normal,False,False
8.98,4213.97,Normal,False,False
6.99,375.77,Lunch,False,False
0.06,3436.38,Normal,False,False
12.53,1404.5,Normal,False,False
10.03,1687.26,Normal,False,False
7.96,870.92,Normal,False,False
6.47,623.11,Lunch,False,False
11.21,1079.64,Dinner,False,False
6.69,519.29,Lunch,False,False
9.52,1422.21,Normal,False,False
6.43,3004.04,Normal,False,False
12.74,983.5,Normal,False,False
7.42,3056.29,Normal,False,False
6.11,644.26,Lunch,False,False
1.83,2830.39,Normal,False,False
11.42,1028.42,Dinner,False,False
6.84,470.85,Lunch,False,False
0.75,2462.03,Normal,False,False
8.3,1293.4,Normal,False,False
9.11,2914.45,Normal,False,False
5.93,1165.31,Normal,False,False
10.59,4006.39,Normal,False,False
7.38,3067.11,Normal,False,False
5.07,3048.05,Normal,False,False
1.24,2826.64,Normal,False,False
13.34,2337.98,Normal,False,False
8.97,3277.9,Normal,False,False
2.73,3557.74,Normal,False,False
10.43,2799.38,Normal,False,False
8.73,3180.78,Senior,True,False
0.04,4490.07,Normal,False,False
3.08,3127.93,Senior,True,False
12.6,4167.06,Normal,False,False
9.52,3594.01,Senior,True,False
12.97,680.65,Normal,False,False
9.57,2841.77,Senior,True,False
11.06,2782.81,Normal,False,False
11.12,1411.41,Dinner,False,False
13.21,1477.93,Normal,False,False
6.9,569.81,Lunch,False,False
8.05,1124.79,Normal,False,False
12.53,2743.49,Normal,False,False
13.38,3748.49,Normal,False,False
10.01,704.78,Normal,False,False
1.16,3217.22,Senior,True,False
12.93,3020.34,Normal,False,False
4.97,3228.83,Senior,True,False
5.83,557.34,Normal,False,False
6.66,768.05,Lunch,False,False
6.03,740.3,Lunch,False,False
12.55,783.46,Normal,False,False
6.56,586.54,Lunch,False,False
11.79,3459.39,Senior,True,False
13.58,1147.57,Normal,False,False
1.75,1320.56,Normal,False,False
0.52,3272.84,Senior,True,False
13.0,4464.14,Normal,False,False
12.26,1377.76,Dinner,False,False
6.49,3655.42,Normal,False,False
13.95,2450.49,Normal,False,False
4.35,3291.48,Senior,True,False
2.47,964.26,Normal,False,False
13.36,4253.51,Normal,False,False
10.32,2123.51,Normal,False,False
3.51,3447.33,Senior,True,False
12.71,667.14,Normal,False,False
6.49,385.88,Lunch,False,False
6.95,826.94,Lunch,False,False
11.84,1168.17,Dinner,False,False
11.17,1354.46,Dinner,False,False
10.64,1749.58,Normal,False,False
6.42,883.23,Normal,False,False
3.34,758.1,Normal,False,False
10.54,979.22,Normal,False,False
6.86,655.47,Normal,False,False
12.19,1273.88,Dinner,False,False
12.83,432.78,Normal,False,False
2.16,744.77,Normal,False,False
6.95,596.44,Lunch,False,False
13.0,1472.3,Normal,False,False
3.39,3708.15,Normal,False,False
3.27,1398.84,Normal,False,False
2.77,3161.57,Senior,True,False
10.68,2157.11,Normal,False,False
10.97,393.18,Normal,False,False
5.3,3514.97,Normal,False,False
3.29,1098.78,Normal,False,False
13.35,1269.14,Normal,False,False
6.57,647.26,Normal,False,False
1.42,1334.39,Normal,False,False
12.14,1172.53,Dinner,False,False
6.93,738.39,Lunch,False,False
5.99,3092.68,Normal,False,False
13.63,507.05,Normal,False,False
6.61,543.2,Lunch,False,False
8.39,1465.47,Normal,False,False
12.82,1140.4,Normal,False,False
0.58,2159.39,Normal,False,False
12.02,1177.98,Dinner,False,False
2.41,671.48,Normal,False,False
9.11,2944.23,Senior,True,False
9.49,1835.7,Normal,False,False
1.71,3513.47,Senior,True,False
3.3,3171.43,Senior,True,False
7.31,3612.29,Normal,False,False
1.0,3380.23,Senior,True,False
0.82,3255.89,Senior,True,False
11.59,1276.76,Dinner,False,False
3.35,3172.31,Senior,True,False
8.1,1979.25,Normal,False,False
4.94,4141.07,Normal,False,False
12.65,863.21,Normal,False,False
9.22,2851.67,Senior,True,False
6.94,600.4,Lunch,False,False
3.86,2205.24,Normal,False,False
6.63,498.27,Normal,False,False
8.02,3590.19,Senior,True,False
8.76,1943.49,Normal,False,False
6.89,941.72,Normal,False,False
13.74,967.63,Normal,False,False
0.42,3074.09,Senior,True,False
12.17,1924.94,Normal,False,False
7.0,693.52,Lunch,False,False
6.43,4353.17,Normal,False,False
12.74,4019.39,Normal,False,False
2.97,1168.72,Normal,False,False
11.67,1418.38,Dinner,False,False
11.18,984.57,Normal,False,False
11.57,1171.09,Dinner,False,False
13.28,596.17,Normal,False,False
13.5,2089.92,Normal,False,False
5.68,3537.87,Senior,True,False
7.48,397.61,Normal,False,False
5.42,2226.36,Normal,False,False
6.85,1911.02,Normal,False,False
11.05,2437.78,Normal,False,False
12.14,837.6,Normal,False,False
7.98,3448.54,Normal,False,False
7.42,3194.71,Normal,False,False
6.92,411.47,Lunch,False,False
11.01,1337.6,Dinner,False,False
0.03,1491.7,Normal,False,False
8.53,2961.16,Senior,True,False
6.22,627.24,Normal,False,False
4.11,2636.75,Normal,False,False
10.12,2863.47,Senior,True,False
13.19,447.25,Normal,False,False
6.64,2686.23,Normal,False,False
12.32,1434.59,Dinner,False,False
2.31,3314.26,Senior,True,False
11.18,1371.52,Dinner,False,False
7.84,475.81,Normal,False,False
1.01,2982.97,Senior,True,False
7.89,1234.86,Normal,False,False
2.63,3500.71,Senior,True,False
9.18,3004.75,Senior,True,False
4.04,3799.27,Normal,False,False
1.84,2144.83,Normal,False,False
6.08,612.54,Lunch,False,False
2.27,2609.47,Normal,False,False
6.56,3385.74,Normal,False,False
11.34,1404.42,Dinner,False,False
1.95,3407.86,Senior,True,False
10.82,2888.05,Senior,True,False
3.68,829.57,Normal,False,False
0.65,3941.32,Normal,False,False
6.32,385.48,Lunch,False,False
10.35,3436.86,Senior,True,False
6.8,699.83,Lunch,False,False
1.06,1028.09,Normal,False,False
12.68,1275.76,Normal,False,False
3.82,416.71,Normal,False,False
12.23,1350.3,Dinner,False,False
5.03,3180.45,Senior,True,False
6.6,496.92,Lunch,False,False
11.05,3356.49,Senior,True,False
6.92,648.58,Lunch,False,False
13.18,2401.54,Normal,False,False
3.93,1311.2,Normal,False,False
11.6,1122.2,Dinner,False,False
10.16,2772.71,Senior,True,False
11.59,995.66,Dinner,False,False
10.14,3422.47,Normal,False,False
4.63,1608.56,Normal,False,False
13.58,2999.43,Normal,False,False
9.86,687.06,Normal,False,False
6.6,764.47,Lunch,False,False
10.4,1003.55,Normal,False,False
0.92,4320.95,Normal,False,False
2.56,3608.68,Normal,False,False
12.58,3398.47,Normal,False,False
4.3,1610.15,Normal,False,False
1.78,1354.1,Normal,False,False
6.1,1215.96,Normal,False,False
11.58,1439.54,Dinner,False,False
0.04,3015.91,Normal,False,False
7.76,1656.94,Normal,False,False
7.25,678.88,Normal,False,False
12.32,1399.9,Dinner,False,False
13.83,2549.56,Normal,False,False
7.04,837.03,Normal,False,False
12.74,1100.24,Normal,False,False
12.54,446.46,Normal,False,False
2.77,3167.93,Senior,True,False
13.4,671.51,Normal,False,False
3.41,2809.94,Senior,True,False
12.41,1174.39,Dinner,False,False
0.4,808.69,Normal,False,False
4.99,3053.59,Senior,True,False
11.4,3056.92,Senior,True,False
7.36,3179.9,Senior,True,False
7.65,635.0,Normal,False,False
12.38,1254.03,Dinner,False,False
11.84,3421.8,Senior,True,False
1.68,2405.23,Normal,False,False
12.1,1162.1,Dinner,False,False
4.46,613.59,Normal,False,False
2.25,3183.43,Senior,True,False
11.07,1012.23,Dinner,False,False
13.6,1279.25,Normal,False,False
3.15,501.95,Normal,False,False
5.34,3424.18,Senior,True,False
11.17,1271.25,Dinner,False,False
6.68,672.24,Lunch,False,False
2.31,3733.92,Normal,False,False
11.31,1428.33,Dinner,False,False
2.77,524.2,Normal,False,False
12.89,4003.34,Normal,False,False
10.55,3118.71,Senior,True,False
13.91,65.37,Normal,False,False
11.89,1261.36,Dinner,False,False
12.29,1293.96,Dinner,False,False
6.8,473.6,Lunch,False,False
5.32,1512.84,Normal,False,False
10.99,1192.87,Normal,False,False
8.07,3006.16,Normal,False,False
3.7,1042.56,Normal,False,False
11.36,1170.58,Dinner,False,False
11.68,1133.7,Dinner,False,False
6.35,536.3,Lunch,False,False
8.2,3516.97,Normal,False,False
11.19,3618.33,Normal,False,False
11.84,1314.11,Dinner,False,False
12.57,639.15,Normal,False,False
12.43,1395.82,Dinner,False,False
0.63,4086.06,Normal,False,False
5.31,3533.06,Senior,True,False
11.87,1024.21,Dinner,False,False
8.88,3286.37,Senior,True,False
12.01,2609.08,Normal,False,False
6.1,630.78,Normal,False,False
9.54,478.43,Normal,False,False
6.54,448.2,Lunch,False,False
1.82,470.73,Normal,False,False
6.76,739.7,Lunch,False,False
8.02,2569.56,Normal,False,False
8.93,1592.41,Normal,False,False
8.04,4217.76,Normal,False,False
5.32,2727.48,Senior,True,False
11.21,2961.7,Senior,True,False
8.67,1319.3,Normal,False,False
6.21,1380.19,Normal,False,False
2.73,2742.09,Senior,True,False
5.35,1714.36,Normal,False,False
0.26,2776.28,Senior,True,False
13.7,428.02,Normal,False,False
1.79,3067.06,Senior,True,False
8.65,822.0,Normal,False,False
6.92,3538.32,Senior,True,False
8.76,3387.29,Senior,True,False
13.38,2971.33,Normal,False,False
0.79,3462.19,Senior,True,False
9.51,1478.94,Normal,False,False
13.12,4264.45,Normal,False,False
3.07,3131.74,Normal,False,False
4.68,1325.28,Normal,False,False
0.61,1015.14,Normal,False,False
10.0,463.42,Normal,False,False
12.76,504.52,Normal,False,False
8.4,3948.45,Normal,False,False
6.15,775.11,Lunch,False,False
1.62,1762.39,Normal,False,False
3.8,2090.2,Normal,False,False
1.53,3107.4,Senior,True,False
5.39,846.06,Normal,False,False
12.95,362.78,Normal,False,False
10.99,1478.01,Normal,False,False
6.36,561.64,Lunch,False,False
0.66,2913.05,Normal,False,False
3.22,838.09,Normal,False,False
5.73,2121.26,Normal,False,False
0.56,2764.49,Senior,True,False
1.05,2645.63,Normal,False,False
9.35,637.98,Normal,False,False
1.21,2943.27,Senior,True,False
11.18,1439.02,Dinner,False,False
9.95,1472.41,Normal,False,False
1.53,2587.63,Normal,False,False
7.27,996.52,Normal,False,False
4.94,4478.72,Normal,False,False
8.33,778.69,Normal,False,False
3.13,1069.06,Normal,False,False
8.88,3560.99,Normal,False,False
2.3,823.03,Normal,False,False
13.33,924.11,Normal,False,False
0.59,3622.4,Normal,False,False
11.15,3218.79,Senior,True,False
5.56,2853.71,Senior,True,False
4.81,1189.89,Normal,False,False
9.17,1212.55,Normal,False,False
13.68,4389.63,Normal,False,False
6.86,460.81,Lunch,False,False
12.15,4303.77,Normal,False,False
11.71,1123.35,Dinner,False,False
12.14,3351.57,Normal,False,False
2.57,1347.57,Normal,False,False
13.31,856.6,Normal,False,False
5.32,3459.5,Senior,True,False
6.64,542.77,Normal,False,False
8.84,3062.02,Senior,True,False
1.77,3499.4,Senior,True,False
11.57,1418.74,Dinner,False,False
13.11,3497.97,Normal,False,False
11.24,1358.85,Normal,False,False
11.21,1310.82,Dinner,False,False
11.93,2732.75,Senior,True,False
6.98,610.29,Lunch,False,False
6.22,624.19,Lunch,False,False
4.36,3618.76,Normal,False,False
13.03,2538.53,Normal,False,False
12.84,4221.62,Normal,False,False
6.05,607.78,Lunch,False,False
12.53,4076.87,Normal,False,False
1.3,3275.32,Senior,True,False
6.21,749.02,Lunch,False,False
12.37,1342.05,Dinner,False,False
10.05,2757.68,Senior,True,False
12.51,579.2,Normal,False,False
12.08,4010.2,Normal,False,False
3.06,3132.31,Senior,True,False
4.52,2929.04,Senior,True,False
13.11,478.79,Normal,False,False
6.62,445.63,Lunch,False,False
13.64,1353.21,Normal,False,False
13.77,2199.45,Normal,False,False
13.74,542.97,Normal,False,False
0.99,1908.46,Normal,False,False
13.71,880.05,Normal,False,False
6.87,360.39,Lunch,False,False
11.78,1423.17,Dinner,False,False
12.77,3251.59,Normal,False,False
12.22,1365.18,Dinner,False,False
6.4,497.28,Normal,False,False
6.04,544.47,Lunch,False,False
6.98,732.38,Lunch,False,False
0.66,1385.33,Normal,False,False
9.86,1808.16,Normal,False,False
12.13,2786.79,Normal,False,False
10.41,1135.87,Normal,False,False
13.59,1395.76,Normal,False,False
0.48,1873.99,Normal,False,False
11.27,1092.6,Dinner,False,False
10.03,3586.52,Senior,True,False
10.79,2775.71,Senior,True,False
11.01,1304.21,Dinner,False,False
6.37,3441.83,Senior,True,False
12.85,2802.2,Normal,False,False
6.42,1905.53,Normal,False,False
6.13,568.63,Lunch,False,False
11.87,1092.74,Dinner,False,False
11.44,3980.32,Normal,False,False
0.86,2100.2,Normal,False,False
11.41,2732.75,Senior,True,False
6.89,764.04,Lunch,False,False
3.88,1155.22,Normal,False,False
11.75,1429.12,Dinner,False,False
11.09,1038.14,Dinner,False,False
11.71,1376.1,Dinner,False,False
7.27,1121.48,Normal,False,False
10.85,2770.05,Normal,False,False
12.09,1212.19,Dinner,False,False
6.72,826.55,Lunch,False,False
12.37,1019.16,Dinner,False,False
12.23,1109.48,Dinner,False,False
11.23,3578.92,Senior,True,False
13.97,715.3,Normal,False,False
9.47,4259.79,Normal,False,False
6.23,732.0,Lunch,False,False
9.94,3532.54,Senior,True,False
13.13,1631.26,Normal,False,False
6.52,629.9,Normal,False,False
10.64,1257.86,Normal,False,False
6.53,476.89,Normal,False,False
13.19,4097.74,Normal,False,False
4.67,1496.48,Normal,False,False
12.58,709.07,Normal,False,False
6.24,4427.16,Normal,False,False
13.79,522.38,Normal,False,False
9.23,2893.36,Senior,True,False
13.68,2849.16,Normal,False,False
9.45,543.94,Normal,False,False
9.09,3416.93,Senior,True,False
6.53,504.83,Lunch,False,False
8.51,3537.56,Normal,False,False
4.23,1512.75,Normal,False,False
6.8,590.82,Lunch,False,False
13.51,1071.84,Normal,False,False
11.22,974.88,Dinner,False,False
0.16,3636.64,Normal,False,False
6.42,653.28,Lunch,False,False
5.88,1483.64,Normal,False,False
8.42,1316.57,Normal,False,False
6.23,794.52,Lunch,False,False
0.26,2435.97,Normal,False,False
6.7,487.47,Lunch,False,False
13.26,3241.0,Normal,False,False
1.01,716.66,Normal,False,False
9.41,1134.96,Normal,False,False
8.81,3556.12,Senior,True,False
6.69,790.07,Lunch,False,False
8.85,4141.59,Normal,False,False
3.29,876.92,Normal,False,False
13.39,897.56,Normal,False,False
11.91,1197.13,Dinner,False,False
11.81,1360.38,Dinner,False,False
12.95,1646.12,Normal,False,False
11.66,3083.51,Senior,True,False
9.08,491.67,Normal,False,False
8.27,4207.42,Normal,False,False
7.21,1420.87,Normal,False,False
5.8,2861.8,Senior,True,False
7.46,3293.94,Normal,False,False
2.25,3517.22,Senior,True,False
6.59,793.06,Lunch,False,False
12.56,640.43,Normal,False,False
6.32,362.37,Lunch,False,False
0.84,3902.69,Normal,False,False
6.2,3475.09,Senior,True,False
11.28,835.42,Normal,False,False
0.26,2700.86,Senior,True,False
6.67,699.71,Lunch,False,False
6.58,635.1,Lunch,False,False
6.5,824.49,Lunch,False,False
11.59,2498.84,Normal,False,False
6.21,859.4,Normal,False,False
6.45,827.92,Lunch,False,False
9.84,2752.78,Senior,True,False
7.73,2142.37,Normal,False,False
2.11,3473.59,Senior,True,False
9.59,3145.91,Senior,True,False
11.75,3327.05,Senior,True,False
11.52,3212.55,Senior,True,False
6.32,734.0,Lunch,False,False
3.67,3424.05,Senior,True,False
11.63,987.27,Dinner,False,False
3.32,597.79,Normal,False,False
4.23,993.7,Normal,False,False
10.24,3308.45,Senior,True,False
7.17,1143.08,Normal,False,False
2.08,1320.98,Normal,False,False
4.41,2857.64,Senior,True,False
7.7,686.65,Normal,False,False
13.11,3532.73,Normal,False,False
6.09,597.28,Lunch,False,False
4.98,1439.67,Normal,False,False
9.14,4100.1,Normal,False,False
2.22,2928.95,Senior,True,False
6.68,553.12,Lunch,False,False
11.85,1168.87,Dinner,False,False
9.47,1030.15,Normal,False,False
4.36,3669.89,Normal,False,False
6.45,750.68,Lunch,False,False
11.68,1318.44,Dinner,False,False
7.0,1574.27,Normal,False,False
8.18,3294.58,Senior,True,False
10.44,2774.67,Normal,False,False
13.98,1539.26,Normal,False,False
6.25,4457.61,Normal,False,False
10.55,3765.18,Normal,False,False
10.64,2977.4,Normal,False,False
8.69,649.2,Normal,False,False
2.31,3127.89,Normal,False,False
11.81,1295.63,Dinner,False,False
13.83,1513.32,Normal,False,False
6.11,3454.09,Normal,False,False
10.54,3340.3,Senior,True,False
2.33,1671.73,Normal,False,False
2.76,4088.45,Normal,False,False
4.45,2783.65,Senior,True,False
3.63,544.22,Normal,False,False
13.04,754.74,Normal,False,False
11.81,1343.62,Dinner,False,False
11.74,1151.23,Dinner,False,False
2.67,3277.97,Normal,False,False
13.3,2304.33,Normal,False,False
6.55,577.91,Lunch,False,False
12.86,1230.97,Normal,False,False
4.76,2714.0,Normal,False,False
5.08,3309.56,Senior,True,False
0.1,1270.15,Normal,False,False
1.64,3717.39,Normal,False,False
0.44,2156.1,Normal,False,False
5.09,1300.23,Normal,False,False
11.98,1421.23,Dinner,False,False
1.19,3134.35,Senior,True,False
6.24,4303.82,Normal,False,False
6.31,566.64,Lunch,False,False
13.97,1319.74,Normal,False,False
4.59,3125.85,Senior,True,False
11.74,881.28,Normal,False,False
6.84,2947.69,Senior,True,False
11.19,1261.26,Dinner,False,False
6.39,2114.9,Normal,False,False
6.51,467.19,Lunch,False,False
6.14,405.5,Lunch,False,False
8.37,1418.46,Normal,False,False
6.99,783.28,Lunch,False,False
11.97,2945.77,Senior,True,False
3.05,3716.81,Normal,False,False
13.1,2729.97,Normal,False,False
3.56,2423.23,Normal,False,False
1.23,1012.78,Normal,False,False
5.11,1176.69,Normal,False,False
8.87,3866.78,Normal,False,False
5.51,1025.88,Normal,False,False
9.86,3498.31,Senior,True,False
11.14,3313.55,Senior,True,False
13.0,1819.8,Normal,False,False
3.33,1728.25,Normal,False,False
6.8,2328.19,Normal,False,False
7.29,890.24,Normal,False,False
10.54,1140.58,Normal,False,False
12.5,1254.57,Dinner,False,False
10.11,3810.64,Normal,False,False
1.13,1338.2,Normal,False,False
8.13,3268.41,Normal,False,False
7.6,3480.01,Normal,False,False
9.22,4038.29,Normal,False,False
6.08,394.66,Lunch,False,False
11.67,2418.73,Normal,False,False
8.05,3072.8,Senior,True,False
6.26,1531.05,Normal,False,False
9.64,2996.07,Senior,True,False
0.05,2673.58,Normal,False,False
11.27,1023.51,Dinner,False,False
12.5,1106.62,Normal,False,False
7.4,1756.4,Normal,False,False
12.76,601.68,Normal,False,False
11.26,1360.77,Dinner,False,False
6.25,741.75,Normal,False,False
5.8,737.32,Normal,False,False
3.27,3918.14,Normal,False,False
1.39,1591.65,Normal,False,False
13.83,4204.09,Normal,False,False
6.94,678.48,Lunch,False,False
9.48,1129.71,Normal,False,False
6.02,826.99,Lunch,False,False
1.23,2774.73,Senior,True,False
8.04,1423.0,Normal,False,False
3.21,1003.35,Normal,False,False
11.03,539.98,Normal,False,False
11.68,1376.65,Dinner,False,False
10.65,688.6,Normal,False,False
6.05,772.61,Normal,False,False
13.16,1095.4,Normal,False,False
1.85,3058.58,Senior,True,False
2.21,2910.49,Senior,True,False
6.36,780.36,Lunch,False,False
8.39,1188.92,Normal,False,False
5.01,811.65,Normal,False,False
3.11,1943.32,Normal,False,False
13.89,1236.48,Normal,False,False
1.41,3115.18,Senior,True,False
12.34,1268.93,Dinner,False,False
11.06,1270.47,Dinner,False,False
6.95,683.28,Lunch,False,False
3.22,3101.39,Senior,True,False
